nExp,  A0x,  A0y,  A1x,  A1y,  A2x,  A2y,  A3x,  A3y,  A4x,  A4y,  A5x,  A5y,  A6x,  A6y,  A7x,  A7y,  A8x,  A8y 
 485,   10,   56,   10,   50,    0,   59,    1,   14,   10,   51,    0,   42,   11,   60,   10,   44,   10,   58
 486,    0,   24,   11,   62,   10,   44,    1,   38,    0,   23,    0,   20,    0,   19,    1,   22,   10,   44
 487,   10,   54,   11,   61,    1,   48,   11,   64,   10,   39,   10,   53,   11,   60,    0,   56,    1,   43
 488,    1,   34,    0,   42,   10,   60,    1,   22,   11,   64,    1,   63,    0,   23,   11,   54,    0,   64
 489,    0,   53,    1,   42,    1,   19,    0,   47,    0,   44,    0,   56,   10,   62,    1,   19,   11,   61
 490,    0,   28,    0,   51,   11,   57,    0,   25,   11,   62,    0,   58,    0,   23,   10,   52,    0,   37
 491,    0,   22,    1,   20,    1,   51,   10,   60,   11,   57,   10,   41,    1,   34,    0,   56,   10,   54
 492,    1,   19,    0,   27,   11,   54,   11,   59,   10,   61,   10,   54,    0,   28,   10,   64,   10,   36
 493,   11,   64,    0,   37,   10,   48,    1,   55,   11,   60,   10,   45,   10,   54,    1,   13,   11,   58
 494,   11,   55,   10,   65,    0,   42,    1,   33,    1,   32,   11,   54,    0,   36,    1,   47,   11,   60
 495,    1,   50,    0,   42,   11,   62,   11,   65,    0,   57,    1,   23,    1,   21,   10,   51,    0,   56
 496,   10,   36,    1,   54,   10,   53,   11,   59,   10,   61,    0,   37,    0,   61,   10,   59,    0,   45
 497,    0,   41,    1,   41,    0,   45,    0,   47,   11,   56,   11,   63,   10,   61,   10,   57,    1,   61
 498,   10,   55,    1,   48,   10,   49,   10,   62,    1,   30,   10,   38,   11,   64,   10,   62,   11,   56
 499,   10,   52,   10,   49,   11,   58,    0,   19,    0,   54,   11,   62,    1,   58,    1,   64,   11,   55
 500,    0,   64,    0,   21,    1,   51,   10,   38,   11,   62,   10,   40,    0,   58,    0,   26,   10,   54
 501,    0,   26,   11,   58,   11,   62,   11,   56,   10,   53,   10,   44,    0,   50,   11,   55,    0,   54
 502,    0,   58,    1,   35,    0,   39,   11,   63,    0,   27,   10,   53,    0,   29,    0,   22,    0,   57
 503,   10,   63,    0,   21,   10,   59,    0,   45,    1,   25,    1,   17,   10,   51,    1,   29,    1,   32
 504,    1,   15,   10,   38,    1,   44,    1,   55,    0,   31,   10,   64,    0,   27,   10,   55,    1,   18
 505,    0,   39,   10,   62,    0,   29,   10,   41,    0,   29,    1,   48,   10,   45,    1,   19,    0,   65
 506,    1,   45,   10,   61,   11,   56,    0,   26,   10,   55,    0,   35,    0,   30,    0,   55,    0,   65
 507,    1,   27,   11,   58,    1,   24,   10,   38,    0,   36,   11,   59,    0,   55,   11,   57,   10,   55
 508,   11,   62,   10,   50,   10,   58,   11,   61,    0,   28,   11,   55,   11,   57,    0,   64,    1,   56
 509,    0,   37,   11,   54,   10,   65,    0,   47,   10,   55,   11,   57,    1,   24,    0,   61,   11,   61
 510,    0,   29,    0,   43,    1,   48,    1,   23,    1,   52,    1,   22,    0,   18,   10,   52,   10,   48
 511,    1,   50,    0,   18,   11,   59,   10,   65,   10,   42,   10,   47,    1,   28,    1,   32,   10,   38
 512,   11,   61,    0,   50,    0,   23,   10,   60,    1,   23,   11,   59,   10,   41,    0,   36,    0,   48
 513,   11,   55,   10,   52,   11,   62,   11,   54,    0,   60,   11,   57,   10,   46,   11,   60,    0,   52
 514,   10,   48,    1,   40,    0,   39,   11,   59,   10,   45,   11,   57,    0,   24,   10,   58,   11,   65
 515,    1,   29,    1,   34,    0,   38,   10,   63,   10,   50,   11,   62,   11,   60,   11,   55,   11,   56
 516,   11,   62,    1,   38,   10,   64,   10,   56,    0,   27,    0,   58,   11,   54,    0,   38,   10,   51
 517,   10,   65,    0,   55,   11,   62,    1,   17,   10,   36,   11,   64,    0,   29,    1,   32,   11,   63
 518,    1,   25,    1,   32,    0,   56,    1,   23,    1,   18,    1,   31,   11,   61,    1,   25,    1,   14
 519,   10,   46,   11,   64,    0,   35,    0,   52,   11,   63,   10,   44,   11,   56,    1,   64,   11,   63
 520,    0,   38,   10,   60,    0,   55,   11,   61,    0,   55,    1,   16,    0,   30,    0,   19,    1,   15
 521,    1,   53,    0,   53,    1,   58,   10,   53,   11,   55,    1,   23,    1,   13,   11,   54,   10,   51
 522,   10,   36,    0,   31,   11,   65,    1,   62,   10,   48,   11,   57,    1,   57,   11,   62,    1,   12
 523,    0,   47,    1,   27,   11,   61,    1,   33,    1,   59,    0,   56,    1,   21,    1,   31,   10,   48
 524,   11,   63,   11,   63,    1,   22,   10,   41,    1,   12,   10,   50,    0,   29,    1,   44,    0,   37
 525,   11,   60,   10,   43,   10,   40,    1,   51,    1,   46,   11,   65,    1,   56,    1,   51,   11,   56
 526,   10,   48,    1,   34,    0,   21,    1,   34,    0,   28,   10,   42,   11,   56,    0,   51,    1,   33
 527,   10,   49,    1,   29,   11,   55,   10,   58,   11,   63,    0,   26,    1,   21,   11,   62,    1,   57
 528,    0,   48,    0,   27,    0,   32,    1,   39,    1,   23,    1,   32,    0,   42,    1,   22,    1,   33
 529,    1,   34,   10,   50,    0,   59,   10,   56,    1,   34,    1,   19,   10,   65,    0,   54,   10,   53
 530,   10,   42,   10,   50,   10,   53,   10,   37,   11,   62,    0,   28,   10,   48,   11,   54,   10,   59
 531,    1,   63,    0,   33,    1,   15,   10,   56,   11,   55,    1,   43,   10,   55,    1,   58,   11,   63
 532,    0,   24,    0,   60,    0,   36,   11,   65,   11,   60,    1,   51,   10,   56,   10,   51,    1,   58
 533,    0,   47,   10,   53,    0,   38,    1,   47,    1,   16,    0,   45,   10,   40,    1,   53,    1,   18
 534,   11,   58,    0,   55,   11,   57,   10,   55,   10,   56,    1,   41,    0,   65,    0,   37,    0,   34
 535,    0,   35,    0,   51,    1,   63,   11,   54,   11,   64,   11,   57,   10,   63,   11,   64,   11,   62
 536,   11,   65,   11,   58,    0,   23,   10,   38,   11,   65,   10,   63,   11,   64,    0,   29,    0,   42
 537,    1,   39,    0,   37,    1,   61,   11,   56,    1,   61,    0,   41,    1,   42,    1,   27,    0,   22
 538,    1,   59,    1,   44,   10,   64,   10,   48,    1,   44,    0,   39,    0,   29,    1,   55,   10,   54
 539,   11,   57,   11,   59,   11,   61,   10,   58,    1,   59,   11,   63,   10,   36,    0,   58,    0,   47
 540,    0,   26,    1,   30,   10,   46,    1,   28,   10,   37,    0,   42,    0,   49,   10,   39,    1,   56
 541,    1,   47,    0,   27,   10,   41,   10,   61,   10,   36,   11,   57,    1,   27,    0,   49,   10,   37
 542,    1,   51,   11,   65,    0,   23,    0,   20,   11,   56,    0,   30,   10,   63,   11,   64,   11,   63
 543,    0,   40,    0,   34,    1,   49,   10,   49,    1,   50,   10,   51,    0,   61,   10,   41,    1,   18
 544,    0,   54,    1,   36,   10,   48,    1,   32,    1,   51,    0,   28,   10,   55,   11,   54,    0,   21
 545,   11,   54,    0,   24,    0,   50,    1,   48,   10,   64,    1,   45,   10,   39,    0,   29,    1,   21
 546,    1,   23,    1,   47,   11,   58,    0,   64,    1,   63,    1,   56,    0,   18,    0,   45,    0,   35
 547,    1,   14,   11,   62,   11,   59,   10,   37,    0,   43,    0,   24,   10,   36,   10,   41,    0,   35
 548,   11,   63,   10,   52,    1,   24,    0,   60,   11,   62,    1,   37,   11,   64,   11,   58,    1,   52
 549,    0,   27,    0,   61,   11,   63,    0,   60,   11,   54,   11,   56,    1,   28,    1,   51,    1,   56
 550,    1,   12,   11,   59,   11,   54,    1,   43,   11,   60,   11,   60,    1,   29,   11,   63,    0,   33
 551,    1,   24,   10,   46,    0,   54,    0,   34,   11,   63,    1,   35,    1,   49,   11,   63,    0,   19
 552,    1,   63,   10,   47,   11,   60,   10,   52,    0,   51,    0,   23,   10,   36,    1,   26,    1,   34
 553,    1,   16,   10,   43,   11,   55,   11,   61,    1,   41,   10,   52,   11,   60,    0,   53,    0,   55
 554,    1,   21,    1,   48,   11,   61,   11,   56,   10,   40,   11,   65,    0,   50,    0,   26,   10,   43
 555,    0,   57,    0,   24,   11,   65,   10,   45,   10,   53,   11,   61,   10,   38,   10,   57,    0,   25
 556,    0,   29,   11,   55,    1,   23,   10,   52,   10,   65,    1,   34,    0,   43,    0,   36,   11,   65
 557,   10,   56,   10,   36,   11,   62,   11,   60,   10,   59,    0,   50,   10,   53,    1,   32,   11,   60
 558,    1,   12,    0,   18,    1,   41,    1,   42,   10,   43,   10,   50,    1,   38,   11,   63,    0,   34
 559,    0,   33,    1,   22,   10,   61,   10,   53,    1,   13,    0,   43,   10,   55,   10,   49,   11,   64
 560,   11,   54,   10,   58,    1,   25,   10,   60,   10,   49,   11,   63,   10,   56,   10,   54,    0,   22
 561,    0,   64,    0,   55,    0,   38,   10,   48,   11,   65,    1,   37,   10,   48,   11,   61,   10,   41
 562,    0,   20,    1,   22,    1,   44,   10,   63,   10,   54,    1,   58,   11,   63,   10,   57,   11,   60
 563,    1,   27,   11,   55,    1,   14,   10,   50,    1,   13,    1,   42,   11,   54,    0,   40,   11,   63
 564,   10,   45,   11,   61,    0,   31,    1,   14,   11,   59,   10,   36,    1,   31,   10,   51,   10,   41
 565,   10,   47,   10,   57,    1,   31,   10,   60,   10,   58,   10,   53,   10,   40,   10,   57,    0,   18
 566,   10,   61,    0,   45,   10,   62,    1,   33,   10,   55,    0,   40,    1,   12,   11,   58,   10,   57
 567,    0,   23,   11,   58,    0,   65,   11,   57,    0,   44,    1,   16,   10,   36,   11,   60,    0,   39
 568,    0,   20,    1,   32,    1,   46,   11,   57,    0,   40,    1,   48,    1,   17,   10,   37,   10,   37
 569,   11,   56,    0,   55,    0,   30,   11,   64,    1,   12,    0,   38,    1,   48,    1,   32,    0,   46
 570,   11,   57,    1,   52,   11,   63,    0,   34,   11,   65,   11,   62,    0,   37,   10,   60,   10,   59
 571,    0,   29,   11,   55,   10,   61,    1,   44,   11,   64,    0,   24,   10,   44,    0,   31,   11,   63
 572,   10,   62,   10,   38,    1,   38,    1,   50,    1,   17,    0,   32,   10,   56,    0,   44,   11,   60
 573,    1,   63,   11,   65,   10,   39,    1,   62,   10,   52,   11,   57,   10,   57,   10,   54,    1,   34
 574,    1,   25,   10,   56,    1,   42,    1,   22,   11,   63,   10,   36,   10,   47,   10,   63,    0,   25
 575,   10,   51,    0,   37,   11,   58,   11,   59,   11,   62,   11,   57,   11,   65,   11,   63,   11,   55
 576,   10,   65,   10,   41,    1,   50,   10,   40,   10,   38,   11,   54,   11,   57,   11,   64,   11,   61
 577,   10,   58,    0,   56,   11,   60,    1,   33,   10,   51,    0,   57,    1,   13,   10,   51,   10,   51
 578,   10,   47,    0,   29,    1,   40,    1,   34,    0,   37,    1,   57,   11,   54,   11,   63,    1,   40
 579,   10,   37,   11,   64,   11,   54,    1,   24,   11,   54,    0,   43,   11,   61,    0,   28,    1,   47
 580,    1,   64,    0,   42,   10,   58,   11,   64,    1,   31,    1,   48,    0,   32,   11,   57,    1,   38
 581,   11,   61,    1,   31,   10,   38,   11,   63,   10,   39,    1,   50,    1,   61,   10,   62,    0,   21
 582,    1,   53,    0,   40,    1,   54,    1,   62,   11,   54,    1,   50,   11,   54,   10,   47,    0,   34
 583,    1,   33,   11,   57,   11,   65,    1,   54,   10,   41,   10,   36,   11,   57,    0,   65,   11,   60
 584,   11,   64,   11,   56,   11,   55,    1,   26,   11,   62,    0,   24,   10,   56,    0,   63,    1,   56
 585,    1,   29,   11,   65,    1,   41,    1,   45,    1,   47,   11,   60,   11,   63,    0,   60,   10,   49
 586,    1,   54,    1,   27,   10,   36,    1,   14,    0,   55,   10,   42,   11,   60,    1,   38,    1,   45
 587,   11,   61,    1,   42,   10,   56,   10,   52,    1,   43,    1,   34,    0,   38,   10,   49,   10,   61
 588,   10,   36,   11,   57,    1,   64,   11,   57,    0,   37,    0,   54,    0,   18,    1,   12,   10,   57
 589,    0,   62,    1,   65,   11,   59,    1,   41,   10,   39,    0,   64,    1,   23,   11,   58,   11,   65
 590,   10,   51,   10,   37,   11,   56,    0,   33,   10,   50,   11,   62,    1,   25,   11,   57,   10,   56
 591,   10,   58,    0,   24,    1,   51,    1,   16,    0,   58,   11,   57,    0,   44,    1,   32,   10,   58
 592,   11,   59,   11,   54,   10,   45,    0,   43,    1,   22,   10,   36,    0,   65,    0,   44,    1,   54
 593,    0,   28,    0,   30,    1,   13,   10,   39,   10,   53,    0,   29,    0,   64,   11,   54,   10,   48
 594,   10,   61,    0,   52,   11,   60,   10,   50,   11,   59,   10,   52,    1,   22,    1,   53,    0,   36
 595,    0,   63,    0,   18,   11,   61,    1,   14,    0,   52,   11,   62,    0,   56,   11,   57,    0,   53
 596,    1,   60,   10,   50,   10,   52,   11,   59,   11,   57,    0,   63,    1,   40,    1,   32,   10,   52
 597,   10,   53,   10,   38,   11,   56,    1,   34,    0,   64,    1,   14,    0,   35,    0,   42,   11,   57
 598,   11,   54,   10,   58,   11,   62,   11,   55,    1,   51,   10,   45,   11,   61,    0,   40,   11,   59
 599,    0,   41,   10,   43,   10,   51,   11,   58,   11,   64,   11,   62,   10,   38,   10,   40,    1,   24
 600,    1,   19,   11,   55,   11,   55,   11,   60,    0,   21,   11,   54,   10,   37,   11,   63,    1,   41
 601,    1,   37,   10,   62,   11,   61,    0,   62,   10,   57,    0,   49,    1,   13,    0,   45,   10,   64
 602,   11,   56,    1,   40,    0,   37,    0,   62,    1,   60,    0,   35,   11,   62,   10,   47,   11,   61
 603,    0,   48,   11,   64,    1,   65,    0,   31,    0,   23,   10,   53,    0,   50,   11,   62,    0,   48
 604,   11,   58,   11,   62,    1,   22,    1,   16,   11,   60,   10,   60,    0,   42,   11,   57,   11,   63
 605,   11,   62,   10,   58,   10,   40,   10,   36,    0,   65,   11,   54,   10,   48,    0,   36,   11,   55
 606,   11,   61,    1,   48,   11,   64,   11,   64,   11,   59,   11,   62,    0,   27,    1,   59,   11,   63
 607,   11,   54,    0,   35,    1,   57,    0,   35,    0,   64,    1,   24,    1,   15,    1,   31,    1,   39
 608,    0,   22,   10,   47,    1,   31,   10,   42,    1,   63,    1,   55,    1,   18,    0,   27,   11,   59
 609,   11,   64,   10,   41,    0,   55,    0,   40,    1,   42,    0,   53,   11,   62,    0,   58,    0,   33
 610,    1,   41,    1,   28,    0,   36,   10,   58,   11,   61,   10,   37,   11,   59,    0,   65,    0,   40
 611,   11,   56,    0,   24,   10,   55,   10,   57,   10,   37,   11,   62,   10,   51,   11,   59,   11,   62
 612,    1,   50,   11,   62,   10,   43,    0,   57,    0,   23,    0,   44,   10,   48,   11,   62,    0,   32
 613,   10,   54,    1,   35,   11,   63,   10,   62,   10,   52,   10,   45,   11,   59,   10,   59,   11,   63
 614,    1,   43,    0,   47,   11,   65,   10,   41,    0,   29,   10,   55,   10,   49,    1,   53,   10,   48
 615,   11,   58,    0,   61,    1,   17,   11,   57,   10,   59,   10,   42,    1,   28,    1,   45,    0,   31
 616,   10,   41,   11,   65,   11,   54,   10,   62,    1,   45,   10,   39,   11,   58,    0,   62,   10,   44
 617,   11,   57,   11,   61,    1,   21,    1,   42,    0,   25,   10,   40,    1,   12,   10,   61,   11,   58
 618,   10,   45,    0,   62,    1,   30,    0,   59,   10,   40,   11,   63,   10,   56,    1,   20,   10,   61
 619,    1,   17,   10,   61,   11,   55,   11,   54,   10,   36,    0,   20,   11,   65,   10,   41,    1,   22
 620,    1,   39,   10,   46,    1,   16,    0,   32,   11,   64,   11,   60,    1,   36,    0,   40,    1,   19
 621,    1,   16,   11,   58,   11,   55,   10,   37,   11,   59,    0,   65,    1,   56,    0,   40,   11,   57
 622,    1,   14,    0,   40,    0,   49,    1,   53,   11,   57,   11,   63,    1,   32,    1,   18,   11,   63
 623,   11,   59,    1,   39,   10,   63,   11,   56,    1,   50,    1,   43,   10,   49,   10,   56,    1,   57
 624,   10,   43,   11,   62,   11,   58,   11,   65,    1,   47,    0,   50,   10,   53,    0,   58,   10,   52
 625,    1,   51,    0,   57,   10,   58,   10,   52,    1,   18,   11,   55,    1,   34,   10,   37,   10,   65
 626,    0,   38,   10,   52,    0,   37,    1,   19,    0,   39,    1,   24,   10,   42,    0,   19,    0,   44
 627,   10,   62,   11,   60,   10,   60,    1,   24,    0,   37,   11,   60,    1,   56,    0,   20,   10,   57
 628,   11,   62,    0,   43,    0,   35,   10,   61,    1,   21,    1,   17,   11,   55,   10,   50,   11,   63
 629,    1,   60,    0,   28,   11,   60,    1,   32,    1,   26,    1,   33,    1,   27,   10,   58,    0,   64
 630,    0,   18,   11,   58,    0,   28,   10,   47,    0,   23,   11,   62,   10,   39,    1,   44,   10,   40
 631,   11,   61,    0,   40,   10,   65,    1,   19,    1,   32,   11,   61,    1,   21,    1,   49,   10,   54
 632,   11,   55,   11,   60,   10,   48,   10,   62,   11,   59,    0,   35,   10,   64,   11,   60,    0,   58
 633,   11,   59,   10,   53,   10,   59,    1,   26,    1,   20,   10,   58,    1,   38,   10,   53,    1,   15
 634,    0,   52,    1,   30,    0,   47,    1,   19,   10,   52,    1,   30,   10,   42,    1,   19,   11,   65
 635,    0,   27,    0,   54,    1,   24,    0,   39,    1,   53,    0,   62,    1,   58,    0,   55,   11,   58
 636,   11,   65,    0,   24,   11,   58,    1,   62,   10,   39,   11,   60,    0,   29,   10,   62,    0,   64
 637,    1,   21,    1,   49,    1,   26,   10,   44,    0,   26,    1,   34,   10,   58,    1,   41,   11,   54
 638,    0,   55,    0,   62,   11,   57,    1,   13,   10,   44,   10,   53,    1,   35,   11,   62,    0,   41
 639,   11,   63,   11,   58,    1,   20,    0,   26,   11,   61,    0,   20,   11,   56,    0,   26,    0,   20
 640,   10,   53,    0,   55,   11,   65,    0,   38,   10,   46,   11,   54,    0,   48,    0,   45,    0,   27
 641,   11,   60,   11,   56,    1,   28,    1,   12,   10,   47,   11,   60,    0,   37,   11,   62,   10,   39
 642,   11,   61,   10,   59,   11,   54,    0,   20,   10,   64,    1,   38,   10,   39,   11,   60,   10,   51
 643,    0,   31,    0,   53,    1,   60,    0,   20,    0,   26,   10,   53,   10,   49,    0,   42,    0,   45
 644,    0,   60,    1,   53,    0,   62,    0,   50,   11,   63,   10,   36,   11,   54,   10,   39,   10,   44
 645,    1,   58,    0,   34,    1,   42,   11,   56,   10,   45,    1,   19,    0,   18,    0,   53,   11,   56
 646,    0,   46,   11,   55,    0,   62,    1,   19,    1,   25,   10,   61,    1,   65,    1,   20,    0,   42
 647,   10,   48,    0,   22,   10,   40,   10,   60,    0,   60,    0,   32,    0,   63,   11,   62,   10,   62
 648,    1,   40,    0,   38,    1,   49,   10,   55,   10,   39,    0,   18,    0,   58,    0,   51,    0,   44
 649,   11,   64,    1,   57,    1,   23,    0,   45,    1,   58,    1,   34,    1,   13,    0,   34,   10,   41
 650,    0,   21,    1,   49,    0,   41,   10,   53,   10,   42,   10,   56,   11,   61,   10,   54,   10,   40
 651,   10,   60,   10,   63,   11,   63,   10,   60,   11,   64,    0,   45,    0,   41,   11,   65,   10,   59
 652,    1,   43,   10,   55,    1,   59,    0,   34,    0,   27,   11,   59,   11,   56,    0,   20,    0,   22
 653,   11,   60,   10,   38,   10,   51,   10,   48,    1,   63,   11,   54,    1,   29,    1,   33,    0,   26
 654,    0,   44,   10,   37,    1,   63,   10,   57,   10,   36,   10,   39,   10,   38,    1,   47,    1,   52
 655,   11,   58,    0,   47,    0,   31,   10,   43,   11,   57,    0,   49,    0,   53,   10,   41,    1,   29
 656,   11,   65,   11,   56,   11,   57,    0,   40,    0,   61,    0,   52,    0,   32,   11,   60,   11,   57
 657,    0,   41,   10,   45,    0,   58,   10,   43,    1,   38,   11,   60,   10,   54,    0,   20,   10,   46
 658,   11,   65,   10,   61,    0,   58,   11,   63,    1,   12,    1,   40,   11,   59,   10,   44,   11,   54
 659,   10,   54,   11,   65,    1,   13,   11,   54,    1,   60,   10,   50,   10,   48,    1,   13,   11,   59
 660,    1,   35,    1,   33,   10,   52,    1,   37,    1,   61,    0,   49,    1,   62,    0,   19,    0,   43
 661,   11,   65,   10,   47,   10,   49,    0,   42,    0,   48,    0,   53,   10,   45,    1,   14,   10,   60
 662,    1,   53,   11,   58,   10,   64,   11,   56,   10,   36,   11,   63,   10,   52,   10,   58,   10,   59
 663,   10,   52,   10,   63,   11,   56,    1,   56,   11,   62,    0,   60,   11,   60,    0,   29,   11,   62
 664,    0,   44,   10,   51,   10,   54,    1,   27,   10,   59,    1,   49,   11,   65,    1,   29,   11,   62
 665,   11,   55,   10,   45,    0,   53,    0,   38,    1,   53,    0,   47,    0,   46,    0,   18,   10,   59
 666,    0,   58,    0,   19,    0,   35,   10,   44,   10,   48,    0,   56,    0,   33,    0,   54,   11,   63
 667,   11,   55,   11,   62,    0,   64,    0,   23,   10,   43,    0,   62,   11,   56,    1,   45,   10,   62
 668,   10,   54,   11,   56,    0,   33,   11,   61,    1,   15,    1,   13,    0,   28,    1,   54,    0,   52
 669,   10,   56,    0,   63,    0,   37,    0,   50,    1,   25,    0,   57,    0,   30,   11,   58,   10,   59
 670,   11,   60,    0,   57,   10,   52,    0,   47,   10,   46,   10,   49,    0,   50,   11,   63,    1,   53
 671,   11,   54,    0,   36,   10,   46,    1,   41,    0,   58,   11,   62,   10,   54,   10,   58,    1,   19
 672,    0,   18,   10,   59,    0,   52,    1,   39,    1,   14,   11,   64,    1,   14,   10,   48,   10,   48
 673,    0,   59,    0,   27,   10,   53,   10,   44,    1,   47,   10,   60,   11,   65,   11,   58,    1,   60
 674,    0,   37,   10,   50,   10,   63,    0,   23,    1,   65,   10,   59,   11,   60,   11,   60,   10,   37
 675,    1,   39,    0,   20,   11,   56,   10,   52,   11,   65,    1,   17,    0,   27,    0,   23,   11,   65
 676,    0,   40,   11,   63,    0,   47,    1,   64,   10,   41,   10,   37,    0,   31,   10,   65,    1,   45
 677,   11,   62,    0,   58,   10,   38,   10,   42,    1,   23,    0,   31,    0,   24,   11,   64,   11,   62
 678,   10,   39,   11,   56,    1,   22,    1,   25,   10,   40,   11,   65,   10,   43,    1,   44,   11,   62
 679,   10,   61,   11,   62,    0,   41,   11,   58,    0,   22,   10,   57,    0,   29,   11,   63,    0,   40
 680,    0,   28,   11,   54,   11,   55,   10,   48,    1,   63,   10,   48,   11,   57,    1,   58,    1,   31
 681,    1,   30,   11,   60,   10,   54,   10,   48,    0,   23,    0,   31,    1,   19,   11,   60,    1,   28
 682,   10,   57,    0,   49,   11,   56,    0,   33,   10,   55,   11,   64,   10,   60,   10,   55,   10,   50
 683,    0,   57,    0,   37,    0,   55,   11,   57,   11,   57,   11,   62,   11,   54,   10,   36,    1,   25
 684,    0,   40,   10,   59,   11,   57,    0,   19,    1,   19,   11,   54,    1,   64,   11,   57,    0,   30
 685,   10,   44,   11,   61,    0,   46,    0,   57,    1,   29,    1,   28,    0,   40,    0,   40,   10,   62
 686,   10,   37,    0,   60,    1,   45,   11,   56,   11,   62,    1,   48,    1,   30,    1,   63,   11,   57
 687,    0,   43,   10,   36,    0,   39,    0,   46,   10,   57,   11,   65,   10,   48,   10,   63,   10,   63
 688,   10,   58,    1,   57,   11,   64,   10,   37,   10,   45,    0,   23,   10,   36,    1,   15,    1,   63
 689,   10,   51,    0,   35,   11,   64,   10,   46,   11,   64,   11,   62,   10,   44,   11,   55,    1,   35
 690,    0,   62,    1,   43,   10,   63,    0,   52,   10,   64,    0,   22,    1,   63,    1,   19,    1,   30
 691,    1,   19,    0,   33,    1,   48,   10,   50,    1,   43,   11,   63,    1,   64,   11,   62,    0,   61
 692,   10,   44,   11,   54,   11,   58,    1,   42,   11,   60,    0,   39,    1,   54,    0,   23,   11,   60
 693,   11,   61,    0,   61,    0,   52,    1,   58,   11,   60,   11,   63,   10,   65,   10,   61,   11,   63
 694,   11,   65,   10,   45,    0,   30,   11,   63,    0,   30,    0,   43,    0,   26,    1,   65,    0,   54
 695,   11,   54,   11,   60,    0,   45,   10,   59,   10,   47,   11,   62,    0,   57,   11,   63,    1,   32
 696,   11,   64,   11,   62,    1,   35,   11,   59,    1,   55,   11,   58,   11,   55,    1,   35,    1,   13
 697,   11,   63,    0,   46,    1,   62,    1,   56,   11,   55,   11,   60,    1,   15,    0,   39,   10,   37
 698,   11,   54,    0,   18,    1,   25,   11,   63,   11,   55,   11,   57,   10,   49,    1,   19,   11,   61
 699,    1,   53,   11,   57,    1,   51,    1,   36,    0,   39,   10,   63,    0,   62,    1,   14,   11,   61
 700,    0,   21,   11,   56,   11,   55,    0,   20,   10,   50,   10,   48,    1,   35,    1,   65,   10,   54
 701,   11,   57,    1,   35,    0,   59,   11,   58,    1,   24,   10,   42,   11,   57,    0,   55,    1,   38
 702,   10,   40,   11,   56,   10,   47,   11,   57,    1,   22,   10,   61,    0,   45,   11,   62,   10,   39
 703,    0,   55,    1,   35,   11,   65,    0,   41,    0,   50,    1,   65,   10,   53,   11,   57,    0,   54
 704,   11,   62,    0,   60,   10,   45,   11,   55,    0,   56,   11,   57,   11,   60,   10,   43,    0,   28
 705,    1,   46,   11,   60,    1,   40,    0,   52,   10,   55,   10,   40,   11,   59,    1,   30,    1,   60
 706,    0,   44,    1,   17,   10,   52,    1,   31,   11,   60,   11,   62,   10,   64,   10,   49,    1,   54
 707,   11,   63,   11,   57,   10,   37,    0,   24,   11,   54,   10,   60,   10,   42,   10,   58,    1,   28
 708,   11,   59,    1,   21,    0,   30,    0,   30,   10,   40,   11,   54,   10,   65,    0,   23,    1,   14
 709,   11,   57,    1,   20,   10,   60,    1,   42,    0,   65,   11,   63,   11,   57,    1,   46,    0,   37
 710,    1,   50,    1,   55,   10,   37,    1,   40,    0,   20,   11,   57,   11,   57,   11,   63,   11,   64
 711,   10,   59,    0,   49,   10,   54,    0,   37,   10,   40,    0,   60,    0,   52,    0,   35,    1,   57
 712,   11,   60,    0,   26,   11,   62,   10,   51,    1,   38,    1,   39,    0,   49,    1,   20,    0,   29
 713,   10,   65,    1,   18,    1,   46,    0,   46,    1,   32,   10,   65,   11,   56,   11,   57,   11,   56
 714,   11,   64,    0,   27,   11,   54,    1,   63,   10,   39,   10,   52,    1,   51,   10,   41,   10,   52
 715,    0,   47,    1,   32,    1,   47,   11,   58,    0,   65,   11,   57,    0,   48,   11,   56,   10,   46
 716,    0,   50,    1,   54,    0,   26,    1,   52,   11,   60,   10,   41,    0,   19,    0,   55,   11,   56
 717,    0,   36,   11,   60,   11,   54,    1,   13,    1,   64,    1,   17,    0,   59,    0,   65,    0,   28
 718,    1,   15,   11,   62,    1,   20,   11,   62,    1,   12,    0,   41,   10,   44,   11,   56,    0,   48
 719,    1,   61,   11,   59,    1,   28,   10,   46,   11,   60,    0,   40,    1,   39,    1,   40,   10,   60
 720,    1,   49,    1,   54,    0,   45,    0,   62,    1,   42,    0,   50,   10,   42,    1,   22,    1,   43
 721,    0,   42,   11,   56,   11,   59,   10,   49,   11,   63,   11,   63,    1,   29,   11,   59,    1,   27
 722,    0,   49,   10,   54,    0,   46,   10,   62,    0,   59,    1,   41,    1,   43,    1,   13,    0,   56
 723,   10,   44,   10,   62,   11,   65,   10,   51,    1,   51,    1,   44,   10,   49,   11,   54,    0,   51
 724,    1,   26,   10,   45,    1,   20,   11,   56,   10,   49,   11,   56,   10,   48,    0,   39,    0,   34
 725,    1,   40,   10,   58,   11,   56,   11,   65,    0,   35,   11,   58,   10,   44,   11,   63,    1,   35
 726,   11,   56,   10,   52,   10,   40,    0,   31,    1,   43,    1,   53,   11,   62,   10,   48,   10,   47
 727,   10,   43,    1,   47,   10,   55,   11,   64,   11,   58,   10,   48,   10,   48,   11,   62,   10,   63
