nExp,  A0x,  A0y,  A1x,  A1y,  A2x,  A2y,  A3x,  A3y,  A4x,  A4y,  A5x,  A5y,  A6x,  A6y,  A7x,  A7y 
 543,    1,   44,    1,   35,    0,   31,   11,   59,   10,   44,   11,   61,   11,   57,    0,   30
 544,    1,   57,   11,   55,   10,   40,   10,   50,   10,   59,    1,   39,   10,   53,    1,   29
 545,    1,   51,   11,   63,    1,   58,    0,   33,   10,   49,   10,   56,   10,   50,    0,   59
 546,    1,   14,   10,   51,    0,   42,   11,   60,   10,   44,   10,   58,    0,   24,   11,   62
 547,   10,   44,    1,   38,    0,   23,    0,   20,    0,   19,    1,   22,   10,   44,   10,   54
 548,   11,   61,    1,   48,   11,   64,   10,   39,   10,   53,   11,   60,    0,   56,    1,   43
 549,    1,   34,    0,   42,   10,   60,    1,   22,   11,   64,    1,   63,    0,   23,   11,   54
 550,    0,   64,    0,   53,    1,   42,    1,   19,    0,   47,    0,   44,    0,   56,   10,   62
 551,    1,   19,   11,   61,    0,   28,    0,   51,   11,   57,    0,   25,   11,   62,    0,   58
 552,    0,   23,   10,   52,    0,   37,    0,   22,    1,   20,    1,   51,   10,   60,   11,   57
 553,   10,   41,    1,   34,    0,   56,   10,   54,    1,   19,    0,   27,   11,   54,   11,   59
 554,   10,   61,   10,   54,    0,   28,   10,   64,   10,   36,   11,   64,    0,   37,   10,   48
 555,    1,   55,   11,   60,   10,   45,   10,   54,    1,   13,   11,   58,   11,   55,   10,   65
 556,    0,   42,    1,   33,    1,   32,   11,   54,    0,   36,    1,   47,   11,   60,    1,   50
 557,    0,   42,   11,   62,   11,   65,    0,   57,    1,   23,    1,   21,   10,   51,    0,   56
 558,   10,   36,    1,   54,   10,   53,   11,   59,   10,   61,    0,   37,    0,   61,   10,   59
 559,    0,   45,    0,   41,    1,   41,    0,   45,    0,   47,   11,   56,   11,   63,   10,   61
 560,   10,   57,    1,   61,   10,   55,    1,   48,   10,   49,   10,   62,    1,   30,   10,   38
 561,   11,   64,   10,   62,   11,   56,   10,   52,   10,   49,   11,   58,    0,   19,    0,   54
 562,   11,   62,    1,   58,    1,   64,   11,   55,    0,   64,    0,   21,    1,   51,   10,   38
 563,   11,   62,   10,   40,    0,   58,    0,   26,   10,   54,    0,   26,   11,   58,   11,   62
 564,   11,   56,   10,   53,   10,   44,    0,   50,   11,   55,    0,   54,    0,   58,    1,   35
 565,    0,   39,   11,   63,    0,   27,   10,   53,    0,   29,    0,   22,    0,   57,   10,   63
 566,    0,   21,   10,   59,    0,   45,    1,   25,    1,   17,   10,   51,    1,   29,    1,   32
 567,    1,   15,   10,   38,    1,   44,    1,   55,    0,   31,   10,   64,    0,   27,   10,   55
 568,    1,   18,    0,   39,   10,   62,    0,   29,   10,   41,    0,   29,    1,   48,   10,   45
 569,    1,   19,    0,   65,    1,   45,   10,   61,   11,   56,    0,   26,   10,   55,    0,   35
 570,    0,   30,    0,   55,    0,   65,    1,   27,   11,   58,    1,   24,   10,   38,    0,   36
 571,   11,   59,    0,   55,   11,   57,   10,   55,   11,   62,   10,   50,   10,   58,   11,   61
 572,    0,   28,   11,   55,   11,   57,    0,   64,    1,   56,    0,   37,   11,   54,   10,   65
 573,    0,   47,   10,   55,   11,   57,    1,   24,    0,   61,   11,   61,    0,   29,    0,   43
 574,    1,   48,    1,   23,    1,   52,    1,   22,    0,   18,   10,   52,   10,   48,    1,   50
 575,    0,   18,   11,   59,   10,   65,   10,   42,   10,   47,    1,   28,    1,   32,   10,   38
 576,   11,   61,    0,   50,    0,   23,   10,   60,    1,   23,   11,   59,   10,   41,    0,   36
 577,    0,   48,   11,   55,   10,   52,   11,   62,   11,   54,    0,   60,   11,   57,   10,   46
 578,   11,   60,    0,   52,   10,   48,    1,   40,    0,   39,   11,   59,   10,   45,   11,   57
 579,    0,   24,   10,   58,   11,   65,    1,   29,    1,   34,    0,   38,   10,   63,   10,   50
 580,   11,   62,   11,   60,   11,   55,   11,   56,   11,   62,    1,   38,   10,   64,   10,   56
 581,    0,   27,    0,   58,   11,   54,    0,   38,   10,   51,   10,   65,    0,   55,   11,   62
 582,    1,   17,   10,   36,   11,   64,    0,   29,    1,   32,   11,   63,    1,   25,    1,   32
 583,    0,   56,    1,   23,    1,   18,    1,   31,   11,   61,    1,   25,    1,   14,   10,   46
 584,   11,   64,    0,   35,    0,   52,   11,   63,   10,   44,   11,   56,    1,   64,   11,   63
 585,    0,   38,   10,   60,    0,   55,   11,   61,    0,   55,    1,   16,    0,   30,    0,   19
 586,    1,   15,    1,   53,    0,   53,    1,   58,   10,   53,   11,   55,    1,   23,    1,   13
 587,   11,   54,   10,   51,   10,   36,    0,   31,   11,   65,    1,   62,   10,   48,   11,   57
 588,    1,   57,   11,   62,    1,   12,    0,   47,    1,   27,   11,   61,    1,   33,    1,   59
 589,    0,   56,    1,   21,    1,   31,   10,   48,   11,   63,   11,   63,    1,   22,   10,   41
 590,    1,   12,   10,   50,    0,   29,    1,   44,    0,   37,   11,   60,   10,   43,   10,   40
 591,    1,   51,    1,   46,   11,   65,    1,   56,    1,   51,   11,   56,   10,   48,    1,   34
 592,    0,   21,    1,   34,    0,   28,   10,   42,   11,   56,    0,   51,    1,   33,   10,   49
 593,    1,   29,   11,   55,   10,   58,   11,   63,    0,   26,    1,   21,   11,   62,    1,   57
 594,    0,   48,    0,   27,    0,   32,    1,   39,    1,   23,    1,   32,    0,   42,    1,   22
 595,    1,   33,    1,   34,   10,   50,    0,   59,   10,   56,    1,   34,    1,   19,   10,   65
 596,    0,   54,   10,   53,   10,   42,   10,   50,   10,   53,   10,   37,   11,   62,    0,   28
 597,   10,   48,   11,   54,   10,   59,    1,   63,    0,   33,    1,   15,   10,   56,   11,   55
 598,    1,   43,   10,   55,    1,   58,   11,   63,    0,   24,    0,   60,    0,   36,   11,   65
 599,   11,   60,    1,   51,   10,   56,   10,   51,    1,   58,    0,   47,   10,   53,    0,   38
 600,    1,   47,    1,   16,    0,   45,   10,   40,    1,   53,    1,   18,   11,   58,    0,   55
 601,   11,   57,   10,   55,   10,   56,    1,   41,    0,   65,    0,   37,    0,   34,    0,   35
 602,    0,   51,    1,   63,   11,   54,   11,   64,   11,   57,   10,   63,   11,   64,   11,   62
 603,   11,   65,   11,   58,    0,   23,   10,   38,   11,   65,   10,   63,   11,   64,    0,   29
 604,    0,   42,    1,   39,    0,   37,    1,   61,   11,   56,    1,   61,    0,   41,    1,   42
 605,    1,   27,    0,   22,    1,   59,    1,   44,   10,   64,   10,   48,    1,   44,    0,   39
 606,    0,   29,    1,   55,   10,   54,   11,   57,   11,   59,   11,   61,   10,   58,    1,   59
 607,   11,   63,   10,   36,    0,   58,    0,   47,    0,   26,    1,   30,   10,   46,    1,   28
 608,   10,   37,    0,   42,    0,   49,   10,   39,    1,   56,    1,   47,    0,   27,   10,   41
 609,   10,   61,   10,   36,   11,   57,    1,   27,    0,   49,   10,   37,    1,   51,   11,   65
 610,    0,   23,    0,   20,   11,   56,    0,   30,   10,   63,   11,   64,   11,   63,    0,   40
 611,    0,   34,    1,   49,   10,   49,    1,   50,   10,   51,    0,   61,   10,   41,    1,   18
 612,    0,   54,    1,   36,   10,   48,    1,   32,    1,   51,    0,   28,   10,   55,   11,   54
 613,    0,   21,   11,   54,    0,   24,    0,   50,    1,   48,   10,   64,    1,   45,   10,   39
 614,    0,   29,    1,   21,    1,   23,    1,   47,   11,   58,    0,   64,    1,   63,    1,   56
 615,    0,   18,    0,   45,    0,   35,    1,   14,   11,   62,   11,   59,   10,   37,    0,   43
 616,    0,   24,   10,   36,   10,   41,    0,   35,   11,   63,   10,   52,    1,   24,    0,   60
 617,   11,   62,    1,   37,   11,   64,   11,   58,    1,   52,    0,   27,    0,   61,   11,   63
 618,    0,   60,   11,   54,   11,   56,    1,   28,    1,   51,    1,   56,    1,   12,   11,   59
 619,   11,   54,    1,   43,   11,   60,   11,   60,    1,   29,   11,   63,    0,   33,    1,   24
 620,   10,   46,    0,   54,    0,   34,   11,   63,    1,   35,    1,   49,   11,   63,    0,   19
 621,    1,   63,   10,   47,   11,   60,   10,   52,    0,   51,    0,   23,   10,   36,    1,   26
 622,    1,   34,    1,   16,   10,   43,   11,   55,   11,   61,    1,   41,   10,   52,   11,   60
 623,    0,   53,    0,   55,    1,   21,    1,   48,   11,   61,   11,   56,   10,   40,   11,   65
 624,    0,   50,    0,   26,   10,   43,    0,   57,    0,   24,   11,   65,   10,   45,   10,   53
 625,   11,   61,   10,   38,   10,   57,    0,   25,    0,   29,   11,   55,    1,   23,   10,   52
 626,   10,   65,    1,   34,    0,   43,    0,   36,   11,   65,   10,   56,   10,   36,   11,   62
 627,   11,   60,   10,   59,    0,   50,   10,   53,    1,   32,   11,   60,    1,   12,    0,   18
 628,    1,   41,    1,   42,   10,   43,   10,   50,    1,   38,   11,   63,    0,   34,    0,   33
 629,    1,   22,   10,   61,   10,   53,    1,   13,    0,   43,   10,   55,   10,   49,   11,   64
 630,   11,   54,   10,   58,    1,   25,   10,   60,   10,   49,   11,   63,   10,   56,   10,   54
 631,    0,   22,    0,   64,    0,   55,    0,   38,   10,   48,   11,   65,    1,   37,   10,   48
 632,   11,   61,   10,   41,    0,   20,    1,   22,    1,   44,   10,   63,   10,   54,    1,   58
 633,   11,   63,   10,   57,   11,   60,    1,   27,   11,   55,    1,   14,   10,   50,    1,   13
 634,    1,   42,   11,   54,    0,   40,   11,   63,   10,   45,   11,   61,    0,   31,    1,   14
 635,   11,   59,   10,   36,    1,   31,   10,   51,   10,   41,   10,   47,   10,   57,    1,   31
 636,   10,   60,   10,   58,   10,   53,   10,   40,   10,   57,    0,   18,   10,   61,    0,   45
 637,   10,   62,    1,   33,   10,   55,    0,   40,    1,   12,   11,   58,   10,   57,    0,   23
 638,   11,   58,    0,   65,   11,   57,    0,   44,    1,   16,   10,   36,   11,   60,    0,   39
 639,    0,   20,    1,   32,    1,   46,   11,   57,    0,   40,    1,   48,    1,   17,   10,   37
 640,   10,   37,   11,   56,    0,   55,    0,   30,   11,   64,    1,   12,    0,   38,    1,   48
 641,    1,   32,    0,   46,   11,   57,    1,   52,   11,   63,    0,   34,   11,   65,   11,   62
 642,    0,   37,   10,   60,   10,   59,    0,   29,   11,   55,   10,   61,    1,   44,   11,   64
 643,    0,   24,   10,   44,    0,   31,   11,   63,   10,   62,   10,   38,    1,   38,    1,   50
 644,    1,   17,    0,   32,   10,   56,    0,   44,   11,   60,    1,   63,   11,   65,   10,   39
 645,    1,   62,   10,   52,   11,   57,   10,   57,   10,   54,    1,   34,    1,   25,   10,   56
 646,    1,   42,    1,   22,   11,   63,   10,   36,   10,   47,   10,   63,    0,   25,   10,   51
 647,    0,   37,   11,   58,   11,   59,   11,   62,   11,   57,   11,   65,   11,   63,   11,   55
 648,   10,   65,   10,   41,    1,   50,   10,   40,   10,   38,   11,   54,   11,   57,   11,   64
 649,   11,   61,   10,   58,    0,   56,   11,   60,    1,   33,   10,   51,    0,   57,    1,   13
 650,   10,   51,   10,   51,   10,   47,    0,   29,    1,   40,    1,   34,    0,   37,    1,   57
 651,   11,   54,   11,   63,    1,   40,   10,   37,   11,   64,   11,   54,    1,   24,   11,   54
 652,    0,   43,   11,   61,    0,   28,    1,   47,    1,   64,    0,   42,   10,   58,   11,   64
 653,    1,   31,    1,   48,    0,   32,   11,   57,    1,   38,   11,   61,    1,   31,   10,   38
 654,   11,   63,   10,   39,    1,   50,    1,   61,   10,   62,    0,   21,    1,   53,    0,   40
 655,    1,   54,    1,   62,   11,   54,    1,   50,   11,   54,   10,   47,    0,   34,    1,   33
 656,   11,   57,   11,   65,    1,   54,   10,   41,   10,   36,   11,   57,    0,   65,   11,   60
 657,   11,   64,   11,   56,   11,   55,    1,   26,   11,   62,    0,   24,   10,   56,    0,   63
 658,    1,   56,    1,   29,   11,   65,    1,   41,    1,   45,    1,   47,   11,   60,   11,   63
 659,    0,   60,   10,   49,    1,   54,    1,   27,   10,   36,    1,   14,    0,   55,   10,   42
 660,   11,   60,    1,   38,    1,   45,   11,   61,    1,   42,   10,   56,   10,   52,    1,   43
 661,    1,   34,    0,   38,   10,   49,   10,   61,   10,   36,   11,   57,    1,   64,   11,   57
 662,    0,   37,    0,   54,    0,   18,    1,   12,   10,   57,    0,   62,    1,   65,   11,   59
 663,    1,   41,   10,   39,    0,   64,    1,   23,   11,   58,   11,   65,   10,   51,   10,   37
 664,   11,   56,    0,   33,   10,   50,   11,   62,    1,   25,   11,   57,   10,   56,   10,   58
 665,    0,   24,    1,   51,    1,   16,    0,   58,   11,   57,    0,   44,    1,   32,   10,   58
 666,   11,   59,   11,   54,   10,   45,    0,   43,    1,   22,   10,   36,    0,   65,    0,   44
 667,    1,   54,    0,   28,    0,   30,    1,   13,   10,   39,   10,   53,    0,   29,    0,   64
 668,   11,   54,   10,   48,   10,   61,    0,   52,   11,   60,   10,   50,   11,   59,   10,   52
 669,    1,   22,    1,   53,    0,   36,    0,   63,    0,   18,   11,   61,    1,   14,    0,   52
 670,   11,   62,    0,   56,   11,   57,    0,   53,    1,   60,   10,   50,   10,   52,   11,   59
 671,   11,   57,    0,   63,    1,   40,    1,   32,   10,   52,   10,   53,   10,   38,   11,   56
 672,    1,   34,    0,   64,    1,   14,    0,   35,    0,   42,   11,   57,   11,   54,   10,   58
 673,   11,   62,   11,   55,    1,   51,   10,   45,   11,   61,    0,   40,   11,   59,    0,   41
 674,   10,   43,   10,   51,   11,   58,   11,   64,   11,   62,   10,   38,   10,   40,    1,   24
 675,    1,   19,   11,   55,   11,   55,   11,   60,    0,   21,   11,   54,   10,   37,   11,   63
 676,    1,   41,    1,   37,   10,   62,   11,   61,    0,   62,   10,   57,    0,   49,    1,   13
 677,    0,   45,   10,   64,   11,   56,    1,   40,    0,   37,    0,   62,    1,   60,    0,   35
 678,   11,   62,   10,   47,   11,   61,    0,   48,   11,   64,    1,   65,    0,   31,    0,   23
 679,   10,   53,    0,   50,   11,   62,    0,   48,   11,   58,   11,   62,    1,   22,    1,   16
 680,   11,   60,   10,   60,    0,   42,   11,   57,   11,   63,   11,   62,   10,   58,   10,   40
 681,   10,   36,    0,   65,   11,   54,   10,   48,    0,   36,   11,   55,   11,   61,    1,   48
 682,   11,   64,   11,   64,   11,   59,   11,   62,    0,   27,    1,   59,   11,   63,   11,   54
 683,    0,   35,    1,   57,    0,   35,    0,   64,    1,   24,    1,   15,    1,   31,    1,   39
 684,    0,   22,   10,   47,    1,   31,   10,   42,    1,   63,    1,   55,    1,   18,    0,   27
 685,   11,   59,   11,   64,   10,   41,    0,   55,    0,   40,    1,   42,    0,   53,   11,   62
 686,    0,   58,    0,   33,    1,   41,    1,   28,    0,   36,   10,   58,   11,   61,   10,   37
 687,   11,   59,    0,   65,    0,   40,   11,   56,    0,   24,   10,   55,   10,   57,   10,   37
 688,   11,   62,   10,   51,   11,   59,   11,   62,    1,   50,   11,   62,   10,   43,    0,   57
 689,    0,   23,    0,   44,   10,   48,   11,   62,    0,   32,   10,   54,    1,   35,   11,   63
 690,   10,   62,   10,   52,   10,   45,   11,   59,   10,   59,   11,   63,    1,   43,    0,   47
 691,   11,   65,   10,   41,    0,   29,   10,   55,   10,   49,    1,   53,   10,   48,   11,   58
 692,    0,   61,    1,   17,   11,   57,   10,   59,   10,   42,    1,   28,    1,   45,    0,   31
 693,   10,   41,   11,   65,   11,   54,   10,   62,    1,   45,   10,   39,   11,   58,    0,   62
 694,   10,   44,   11,   57,   11,   61,    1,   21,    1,   42,    0,   25,   10,   40,    1,   12
 695,   10,   61,   11,   58,   10,   45,    0,   62,    1,   30,    0,   59,   10,   40,   11,   63
 696,   10,   56,    1,   20,   10,   61,    1,   17,   10,   61,   11,   55,   11,   54,   10,   36
 697,    0,   20,   11,   65,   10,   41,    1,   22,    1,   39,   10,   46,    1,   16,    0,   32
 698,   11,   64,   11,   60,    1,   36,    0,   40,    1,   19,    1,   16,   11,   58,   11,   55
 699,   10,   37,   11,   59,    0,   65,    1,   56,    0,   40,   11,   57,    1,   14,    0,   40
 700,    0,   49,    1,   53,   11,   57,   11,   63,    1,   32,    1,   18,   11,   63,   11,   59
 701,    1,   39,   10,   63,   11,   56,    1,   50,    1,   43,   10,   49,   10,   56,    1,   57
 702,   10,   43,   11,   62,   11,   58,   11,   65,    1,   47,    0,   50,   10,   53,    0,   58
 703,   10,   52,    1,   51,    0,   57,   10,   58,   10,   52,    1,   18,   11,   55,    1,   34
 704,   10,   37,   10,   65,    0,   38,   10,   52,    0,   37,    1,   19,    0,   39,    1,   24
 705,   10,   42,    0,   19,    0,   44,   10,   62,   11,   60,   10,   60,    1,   24,    0,   37
 706,   11,   60,    1,   56,    0,   20,   10,   57,   11,   62,    0,   43,    0,   35,   10,   61
 707,    1,   21,    1,   17,   11,   55,   10,   50,   11,   63,    1,   60,    0,   28,   11,   60
 708,    1,   32,    1,   26,    1,   33,    1,   27,   10,   58,    0,   64,    0,   18,   11,   58
 709,    0,   28,   10,   47,    0,   23,   11,   62,   10,   39,    1,   44,   10,   40,   11,   61
 710,    0,   40,   10,   65,    1,   19,    1,   32,   11,   61,    1,   21,    1,   49,   10,   54
 711,   11,   55,   11,   60,   10,   48,   10,   62,   11,   59,    0,   35,   10,   64,   11,   60
 712,    0,   58,   11,   59,   10,   53,   10,   59,    1,   26,    1,   20,   10,   58,    1,   38
 713,   10,   53,    1,   15,    0,   52,    1,   30,    0,   47,    1,   19,   10,   52,    1,   30
 714,   10,   42,    1,   19,   11,   65,    0,   27,    0,   54,    1,   24,    0,   39,    1,   53
 715,    0,   62,    1,   58,    0,   55,   11,   58,   11,   65,    0,   24,   11,   58,    1,   62
 716,   10,   39,   11,   60,    0,   29,   10,   62,    0,   64,    1,   21,    1,   49,    1,   26
 717,   10,   44,    0,   26,    1,   34,   10,   58,    1,   41,   11,   54,    0,   55,    0,   62
 718,   11,   57,    1,   13,   10,   44,   10,   53,    1,   35,   11,   62,    0,   41,   11,   63
 719,   11,   58,    1,   20,    0,   26,   11,   61,    0,   20,   11,   56,    0,   26,    0,   20
 720,   10,   53,    0,   55,   11,   65,    0,   38,   10,   46,   11,   54,    0,   48,    0,   45
 721,    0,   27,   11,   60,   11,   56,    1,   28,    1,   12,   10,   47,   11,   60,    0,   37
 722,   11,   62,   10,   39,   11,   61,   10,   59,   11,   54,    0,   20,   10,   64,    1,   38
 723,   10,   39,   11,   60,   10,   51,    0,   31,    0,   53,    1,   60,    0,   20,    0,   26
 724,   10,   53,   10,   49,    0,   42,    0,   45,    0,   60,    1,   53,    0,   62,    0,   50
 725,   11,   63,   10,   36,   11,   54,   10,   39,   10,   44,    1,   58,    0,   34,    1,   42
 726,   11,   56,   10,   45,    1,   19,    0,   18,    0,   53,   11,   56,    0,   46,   11,   55
 727,    0,   62,    1,   19,    1,   25,   10,   61,    1,   65,    1,   20,    0,   42,   10,   48
 728,    0,   22,   10,   40,   10,   60,    0,   60,    0,   32,    0,   63,   11,   62,   10,   62
 729,    1,   40,    0,   38,    1,   49,   10,   55,   10,   39,    0,   18,    0,   58,    0,   51
 730,    0,   44,   11,   64,    1,   57,    1,   23,    0,   45,    1,   58,    1,   34,    1,   13
 731,    0,   34,   10,   41,    0,   21,    1,   49,    0,   41,   10,   53,   10,   42,   10,   56
 732,   11,   61,   10,   54,   10,   40,   10,   60,   10,   63,   11,   63,   10,   60,   11,   64
 733,    0,   45,    0,   41,   11,   65,   10,   59,    1,   43,   10,   55,    1,   59,    0,   34
 734,    0,   27,   11,   59,   11,   56,    0,   20,    0,   22,   11,   60,   10,   38,   10,   51
 735,   10,   48,    1,   63,   11,   54,    1,   29,    1,   33,    0,   26,    0,   44,   10,   37
 736,    1,   63,   10,   57,   10,   36,   10,   39,   10,   38,    1,   47,    1,   52,   11,   58
 737,    0,   47,    0,   31,   10,   43,   11,   57,    0,   49,    0,   53,   10,   41,    1,   29
 738,   11,   65,   11,   56,   11,   57,    0,   40,    0,   61,    0,   52,    0,   32,   11,   60
 739,   11,   57,    0,   41,   10,   45,    0,   58,   10,   43,    1,   38,   11,   60,   10,   54
 740,    0,   20,   10,   46,   11,   65,   10,   61,    0,   58,   11,   63,    1,   12,    1,   40
 741,   11,   59,   10,   44,   11,   54,   10,   54,   11,   65,    1,   13,   11,   54,    1,   60
 742,   10,   50,   10,   48,    1,   13,   11,   59,    1,   35,    1,   33,   10,   52,    1,   37
 743,    1,   61,    0,   49,    1,   62,    0,   19,    0,   43,   11,   65,   10,   47,   10,   49
 744,    0,   42,    0,   48,    0,   53,   10,   45,    1,   14,   10,   60,    1,   53,   11,   58
 745,   10,   64,   11,   56,   10,   36,   11,   63,   10,   52,   10,   58,   10,   59,   10,   52
 746,   10,   63,   11,   56,    1,   56,   11,   62,    0,   60,   11,   60,    0,   29,   11,   62
 747,    0,   44,   10,   51,   10,   54,    1,   27,   10,   59,    1,   49,   11,   65,    1,   29
 748,   11,   62,   11,   55,   10,   45,    0,   53,    0,   38,    1,   53,    0,   47,    0,   46
 749,    0,   18,   10,   59,    0,   58,    0,   19,    0,   35,   10,   44,   10,   48,    0,   56
 750,    0,   33,    0,   54,   11,   63,   11,   55,   11,   62,    0,   64,    0,   23,   10,   43
 751,    0,   62,   11,   56,    1,   45,   10,   62,   10,   54,   11,   56,    0,   33,   11,   61
 752,    1,   15,    1,   13,    0,   28,    1,   54,    0,   52,   10,   56,    0,   63,    0,   37
 753,    0,   50,    1,   25,    0,   57,    0,   30,   11,   58,   10,   59,   11,   60,    0,   57
 754,   10,   52,    0,   47,   10,   46,   10,   49,    0,   50,   11,   63,    1,   53,   11,   54
 755,    0,   36,   10,   46,    1,   41,    0,   58,   11,   62,   10,   54,   10,   58,    1,   19
 756,    0,   18,   10,   59,    0,   52,    1,   39,    1,   14,   11,   64,    1,   14,   10,   48
 757,   10,   48,    0,   59,    0,   27,   10,   53,   10,   44,    1,   47,   10,   60,   11,   65
 758,   11,   58,    1,   60,    0,   37,   10,   50,   10,   63,    0,   23,    1,   65,   10,   59
 759,   11,   60,   11,   60,   10,   37,    1,   39,    0,   20,   11,   56,   10,   52,   11,   65
 760,    1,   17,    0,   27,    0,   23,   11,   65,    0,   40,   11,   63,    0,   47,    1,   64
 761,   10,   41,   10,   37,    0,   31,   10,   65,    1,   45,   11,   62,    0,   58,   10,   38
 762,   10,   42,    1,   23,    0,   31,    0,   24,   11,   64,   11,   62,   10,   39,   11,   56
 763,    1,   22,    1,   25,   10,   40,   11,   65,   10,   43,    1,   44,   11,   62,   10,   61
 764,   11,   62,    0,   41,   11,   58,    0,   22,   10,   57,    0,   29,   11,   63,    0,   40
 765,    0,   28,   11,   54,   11,   55,   10,   48,    1,   63,   10,   48,   11,   57,    1,   58
 766,    1,   31,    1,   30,   11,   60,   10,   54,   10,   48,    0,   23,    0,   31,    1,   19
 767,   11,   60,    1,   28,   10,   57,    0,   49,   11,   56,    0,   33,   10,   55,   11,   64
 768,   10,   60,   10,   55,   10,   50,    0,   57,    0,   37,    0,   55,   11,   57,   11,   57
 769,   11,   62,   11,   54,   10,   36,    1,   25,    0,   40,   10,   59,   11,   57,    0,   19
 770,    1,   19,   11,   54,    1,   64,   11,   57,    0,   30,   10,   44,   11,   61,    0,   46
 771,    0,   57,    1,   29,    1,   28,    0,   40,    0,   40,   10,   62,   10,   37,    0,   60
 772,    1,   45,   11,   56,   11,   62,    1,   48,    1,   30,    1,   63,   11,   57,    0,   43
 773,   10,   36,    0,   39,    0,   46,   10,   57,   11,   65,   10,   48,   10,   63,   10,   63
 774,   10,   58,    1,   57,   11,   64,   10,   37,   10,   45,    0,   23,   10,   36,    1,   15
 775,    1,   63,   10,   51,    0,   35,   11,   64,   10,   46,   11,   64,   11,   62,   10,   44
 776,   11,   55,    1,   35,    0,   62,    1,   43,   10,   63,    0,   52,   10,   64,    0,   22
 777,    1,   63,    1,   19,    1,   30,    1,   19,    0,   33,    1,   48,   10,   50,    1,   43
 778,   11,   63,    1,   64,   11,   62,    0,   61,   10,   44,   11,   54,   11,   58,    1,   42
 779,   11,   60,    0,   39,    1,   54,    0,   23,   11,   60,   11,   61,    0,   61,    0,   52
 780,    1,   58,   11,   60,   11,   63,   10,   65,   10,   61,   11,   63,   11,   65,   10,   45
 781,    0,   30,   11,   63,    0,   30,    0,   43,    0,   26,    1,   65,    0,   54,   11,   54
 782,   11,   60,    0,   45,   10,   59,   10,   47,   11,   62,    0,   57,   11,   63,    1,   32
 783,   11,   64,   11,   62,    1,   35,   11,   59,    1,   55,   11,   58,   11,   55,    1,   35
 784,    1,   13,   11,   63,    0,   46,    1,   62,    1,   56,   11,   55,   11,   60,    1,   15
 785,    0,   39,   10,   37,   11,   54,    0,   18,    1,   25,   11,   63,   11,   55,   11,   57
 786,   10,   49,    1,   19,   11,   61,    1,   53,   11,   57,    1,   51,    1,   36,    0,   39
 787,   10,   63,    0,   62,    1,   14,   11,   61,    0,   21,   11,   56,   11,   55,    0,   20
 788,   10,   50,   10,   48,    1,   35,    1,   65,   10,   54,   11,   57,    1,   35,    0,   59
 789,   11,   58,    1,   24,   10,   42,   11,   57,    0,   55,    1,   38,   10,   40,   11,   56
 790,   10,   47,   11,   57,    1,   22,   10,   61,    0,   45,   11,   62,   10,   39,    0,   55
 791,    1,   35,   11,   65,    0,   41,    0,   50,    1,   65,   10,   53,   11,   57,    0,   54
 792,   11,   62,    0,   60,   10,   45,   11,   55,    0,   56,   11,   57,   11,   60,   10,   43
 793,    0,   28,    1,   46,   11,   60,    1,   40,    0,   52,   10,   55,   10,   40,   11,   59
 794,    1,   30,    1,   60,    0,   44,    1,   17,   10,   52,    1,   31,   11,   60,   11,   62
 795,   10,   64,   10,   49,    1,   54,   11,   63,   11,   57,   10,   37,    0,   24,   11,   54
 796,   10,   60,   10,   42,   10,   58,    1,   28,   11,   59,    1,   21,    0,   30,    0,   30
 797,   10,   40,   11,   54,   10,   65,    0,   23,    1,   14,   11,   57,    1,   20,   10,   60
 798,    1,   42,    0,   65,   11,   63,   11,   57,    1,   46,    0,   37,    1,   50,    1,   55
 799,   10,   37,    1,   40,    0,   20,   11,   57,   11,   57,   11,   63,   11,   64,   10,   59
 800,    0,   49,   10,   54,    0,   37,   10,   40,    0,   60,    0,   52,    0,   35,    1,   57
 801,   11,   60,    0,   26,   11,   62,   10,   51,    1,   38,    1,   39,    0,   49,    1,   20
 802,    0,   29,   10,   65,    1,   18,    1,   46,    0,   46,    1,   32,   10,   65,   11,   56
 803,   11,   57,   11,   56,   11,   64,    0,   27,   11,   54,    1,   63,   10,   39,   10,   52
 804,    1,   51,   10,   41,   10,   52,    0,   47,    1,   32,    1,   47,   11,   58,    0,   65
 805,   11,   57,    0,   48,   11,   56,   10,   46,    0,   50,    1,   54,    0,   26,    1,   52
 806,   11,   60,   10,   41,    0,   19,    0,   55,   11,   56,    0,   36,   11,   60,   11,   54
 807,    1,   13,    1,   64,    1,   17,    0,   59,    0,   65,    0,   28,    1,   15,   11,   62
 808,    1,   20,   11,   62,    1,   12,    0,   41,   10,   44,   11,   56,    0,   48,    1,   61
 809,   11,   59,    1,   28,   10,   46,   11,   60,    0,   40,    1,   39,    1,   40,   10,   60
 810,    1,   49,    1,   54,    0,   45,    0,   62,    1,   42,    0,   50,   10,   42,    1,   22
 811,    1,   43,    0,   42,   11,   56,   11,   59,   10,   49,   11,   63,   11,   63,    1,   29
 812,   11,   59,    1,   27,    0,   49,   10,   54,    0,   46,   10,   62,    0,   59,    1,   41
 813,    1,   43,    1,   13,    0,   56,   10,   44,   10,   62,   11,   65,   10,   51,    1,   51
 814,    1,   44,   10,   49,   11,   54,    0,   51,    1,   26,   10,   45,    1,   20,   11,   56
