nExp,  A0x,  A0y,  A1x,  A1y,  A2x,  A2y,  A3x,  A3y,  A4x,  A4y,  A5x,  A5y,  A6x,  A6y 
 616,    1,   17,   11,   56,   10,   53,    0,   63,   11,   62,    0,   51,    0,   40
 617,    1,   25,   11,   55,    1,   44,   11,   64,   10,   65,    0,   34,   11,   56
 618,    1,   35,   10,   40,   11,   65,   10,   56,    1,   22,    1,   27,    1,   40
 619,   10,   55,    0,   25,    0,   22,    1,   25,   10,   59,    1,   45,    1,   17
 620,    1,   16,   10,   65,    0,   41,    0,   63,    1,   44,    1,   35,    0,   31
 621,   11,   59,   10,   44,   11,   61,   11,   57,    0,   30,    1,   57,   11,   55
 622,   10,   40,   10,   50,   10,   59,    1,   39,   10,   53,    1,   29,    1,   51
 623,   11,   63,    1,   58,    0,   33,   10,   49,   10,   56,   10,   50,    0,   59
 624,    1,   14,   10,   51,    0,   42,   11,   60,   10,   44,   10,   58,    0,   24
 625,   11,   62,   10,   44,    1,   38,    0,   23,    0,   20,    0,   19,    1,   22
 626,   10,   44,   10,   54,   11,   61,    1,   48,   11,   64,   10,   39,   10,   53
 627,   11,   60,    0,   56,    1,   43,    1,   34,    0,   42,   10,   60,    1,   22
 628,   11,   64,    1,   63,    0,   23,   11,   54,    0,   64,    0,   53,    1,   42
 629,    1,   19,    0,   47,    0,   44,    0,   56,   10,   62,    1,   19,   11,   61
 630,    0,   28,    0,   51,   11,   57,    0,   25,   11,   62,    0,   58,    0,   23
 631,   10,   52,    0,   37,    0,   22,    1,   20,    1,   51,   10,   60,   11,   57
 632,   10,   41,    1,   34,    0,   56,   10,   54,    1,   19,    0,   27,   11,   54
 633,   11,   59,   10,   61,   10,   54,    0,   28,   10,   64,   10,   36,   11,   64
 634,    0,   37,   10,   48,    1,   55,   11,   60,   10,   45,   10,   54,    1,   13
 635,   11,   58,   11,   55,   10,   65,    0,   42,    1,   33,    1,   32,   11,   54
 636,    0,   36,    1,   47,   11,   60,    1,   50,    0,   42,   11,   62,   11,   65
 637,    0,   57,    1,   23,    1,   21,   10,   51,    0,   56,   10,   36,    1,   54
 638,   10,   53,   11,   59,   10,   61,    0,   37,    0,   61,   10,   59,    0,   45
 639,    0,   41,    1,   41,    0,   45,    0,   47,   11,   56,   11,   63,   10,   61
 640,   10,   57,    1,   61,   10,   55,    1,   48,   10,   49,   10,   62,    1,   30
 641,   10,   38,   11,   64,   10,   62,   11,   56,   10,   52,   10,   49,   11,   58
 642,    0,   19,    0,   54,   11,   62,    1,   58,    1,   64,   11,   55,    0,   64
 643,    0,   21,    1,   51,   10,   38,   11,   62,   10,   40,    0,   58,    0,   26
 644,   10,   54,    0,   26,   11,   58,   11,   62,   11,   56,   10,   53,   10,   44
 645,    0,   50,   11,   55,    0,   54,    0,   58,    1,   35,    0,   39,   11,   63
 646,    0,   27,   10,   53,    0,   29,    0,   22,    0,   57,   10,   63,    0,   21
 647,   10,   59,    0,   45,    1,   25,    1,   17,   10,   51,    1,   29,    1,   32
 648,    1,   15,   10,   38,    1,   44,    1,   55,    0,   31,   10,   64,    0,   27
 649,   10,   55,    1,   18,    0,   39,   10,   62,    0,   29,   10,   41,    0,   29
 650,    1,   48,   10,   45,    1,   19,    0,   65,    1,   45,   10,   61,   11,   56
 651,    0,   26,   10,   55,    0,   35,    0,   30,    0,   55,    0,   65,    1,   27
 652,   11,   58,    1,   24,   10,   38,    0,   36,   11,   59,    0,   55,   11,   57
 653,   10,   55,   11,   62,   10,   50,   10,   58,   11,   61,    0,   28,   11,   55
 654,   11,   57,    0,   64,    1,   56,    0,   37,   11,   54,   10,   65,    0,   47
 655,   10,   55,   11,   57,    1,   24,    0,   61,   11,   61,    0,   29,    0,   43
 656,    1,   48,    1,   23,    1,   52,    1,   22,    0,   18,   10,   52,   10,   48
 657,    1,   50,    0,   18,   11,   59,   10,   65,   10,   42,   10,   47,    1,   28
 658,    1,   32,   10,   38,   11,   61,    0,   50,    0,   23,   10,   60,    1,   23
 659,   11,   59,   10,   41,    0,   36,    0,   48,   11,   55,   10,   52,   11,   62
 660,   11,   54,    0,   60,   11,   57,   10,   46,   11,   60,    0,   52,   10,   48
 661,    1,   40,    0,   39,   11,   59,   10,   45,   11,   57,    0,   24,   10,   58
 662,   11,   65,    1,   29,    1,   34,    0,   38,   10,   63,   10,   50,   11,   62
 663,   11,   60,   11,   55,   11,   56,   11,   62,    1,   38,   10,   64,   10,   56
 664,    0,   27,    0,   58,   11,   54,    0,   38,   10,   51,   10,   65,    0,   55
 665,   11,   62,    1,   17,   10,   36,   11,   64,    0,   29,    1,   32,   11,   63
 666,    1,   25,    1,   32,    0,   56,    1,   23,    1,   18,    1,   31,   11,   61
 667,    1,   25,    1,   14,   10,   46,   11,   64,    0,   35,    0,   52,   11,   63
 668,   10,   44,   11,   56,    1,   64,   11,   63,    0,   38,   10,   60,    0,   55
 669,   11,   61,    0,   55,    1,   16,    0,   30,    0,   19,    1,   15,    1,   53
 670,    0,   53,    1,   58,   10,   53,   11,   55,    1,   23,    1,   13,   11,   54
 671,   10,   51,   10,   36,    0,   31,   11,   65,    1,   62,   10,   48,   11,   57
 672,    1,   57,   11,   62,    1,   12,    0,   47,    1,   27,   11,   61,    1,   33
 673,    1,   59,    0,   56,    1,   21,    1,   31,   10,   48,   11,   63,   11,   63
 674,    1,   22,   10,   41,    1,   12,   10,   50,    0,   29,    1,   44,    0,   37
 675,   11,   60,   10,   43,   10,   40,    1,   51,    1,   46,   11,   65,    1,   56
 676,    1,   51,   11,   56,   10,   48,    1,   34,    0,   21,    1,   34,    0,   28
 677,   10,   42,   11,   56,    0,   51,    1,   33,   10,   49,    1,   29,   11,   55
 678,   10,   58,   11,   63,    0,   26,    1,   21,   11,   62,    1,   57,    0,   48
 679,    0,   27,    0,   32,    1,   39,    1,   23,    1,   32,    0,   42,    1,   22
 680,    1,   33,    1,   34,   10,   50,    0,   59,   10,   56,    1,   34,    1,   19
 681,   10,   65,    0,   54,   10,   53,   10,   42,   10,   50,   10,   53,   10,   37
 682,   11,   62,    0,   28,   10,   48,   11,   54,   10,   59,    1,   63,    0,   33
 683,    1,   15,   10,   56,   11,   55,    1,   43,   10,   55,    1,   58,   11,   63
 684,    0,   24,    0,   60,    0,   36,   11,   65,   11,   60,    1,   51,   10,   56
 685,   10,   51,    1,   58,    0,   47,   10,   53,    0,   38,    1,   47,    1,   16
 686,    0,   45,   10,   40,    1,   53,    1,   18,   11,   58,    0,   55,   11,   57
 687,   10,   55,   10,   56,    1,   41,    0,   65,    0,   37,    0,   34,    0,   35
 688,    0,   51,    1,   63,   11,   54,   11,   64,   11,   57,   10,   63,   11,   64
 689,   11,   62,   11,   65,   11,   58,    0,   23,   10,   38,   11,   65,   10,   63
 690,   11,   64,    0,   29,    0,   42,    1,   39,    0,   37,    1,   61,   11,   56
 691,    1,   61,    0,   41,    1,   42,    1,   27,    0,   22,    1,   59,    1,   44
 692,   10,   64,   10,   48,    1,   44,    0,   39,    0,   29,    1,   55,   10,   54
 693,   11,   57,   11,   59,   11,   61,   10,   58,    1,   59,   11,   63,   10,   36
 694,    0,   58,    0,   47,    0,   26,    1,   30,   10,   46,    1,   28,   10,   37
 695,    0,   42,    0,   49,   10,   39,    1,   56,    1,   47,    0,   27,   10,   41
 696,   10,   61,   10,   36,   11,   57,    1,   27,    0,   49,   10,   37,    1,   51
 697,   11,   65,    0,   23,    0,   20,   11,   56,    0,   30,   10,   63,   11,   64
 698,   11,   63,    0,   40,    0,   34,    1,   49,   10,   49,    1,   50,   10,   51
 699,    0,   61,   10,   41,    1,   18,    0,   54,    1,   36,   10,   48,    1,   32
 700,    1,   51,    0,   28,   10,   55,   11,   54,    0,   21,   11,   54,    0,   24
 701,    0,   50,    1,   48,   10,   64,    1,   45,   10,   39,    0,   29,    1,   21
 702,    1,   23,    1,   47,   11,   58,    0,   64,    1,   63,    1,   56,    0,   18
 703,    0,   45,    0,   35,    1,   14,   11,   62,   11,   59,   10,   37,    0,   43
 704,    0,   24,   10,   36,   10,   41,    0,   35,   11,   63,   10,   52,    1,   24
 705,    0,   60,   11,   62,    1,   37,   11,   64,   11,   58,    1,   52,    0,   27
 706,    0,   61,   11,   63,    0,   60,   11,   54,   11,   56,    1,   28,    1,   51
 707,    1,   56,    1,   12,   11,   59,   11,   54,    1,   43,   11,   60,   11,   60
 708,    1,   29,   11,   63,    0,   33,    1,   24,   10,   46,    0,   54,    0,   34
 709,   11,   63,    1,   35,    1,   49,   11,   63,    0,   19,    1,   63,   10,   47
 710,   11,   60,   10,   52,    0,   51,    0,   23,   10,   36,    1,   26,    1,   34
 711,    1,   16,   10,   43,   11,   55,   11,   61,    1,   41,   10,   52,   11,   60
 712,    0,   53,    0,   55,    1,   21,    1,   48,   11,   61,   11,   56,   10,   40
 713,   11,   65,    0,   50,    0,   26,   10,   43,    0,   57,    0,   24,   11,   65
 714,   10,   45,   10,   53,   11,   61,   10,   38,   10,   57,    0,   25,    0,   29
 715,   11,   55,    1,   23,   10,   52,   10,   65,    1,   34,    0,   43,    0,   36
 716,   11,   65,   10,   56,   10,   36,   11,   62,   11,   60,   10,   59,    0,   50
 717,   10,   53,    1,   32,   11,   60,    1,   12,    0,   18,    1,   41,    1,   42
 718,   10,   43,   10,   50,    1,   38,   11,   63,    0,   34,    0,   33,    1,   22
 719,   10,   61,   10,   53,    1,   13,    0,   43,   10,   55,   10,   49,   11,   64
 720,   11,   54,   10,   58,    1,   25,   10,   60,   10,   49,   11,   63,   10,   56
 721,   10,   54,    0,   22,    0,   64,    0,   55,    0,   38,   10,   48,   11,   65
 722,    1,   37,   10,   48,   11,   61,   10,   41,    0,   20,    1,   22,    1,   44
 723,   10,   63,   10,   54,    1,   58,   11,   63,   10,   57,   11,   60,    1,   27
 724,   11,   55,    1,   14,   10,   50,    1,   13,    1,   42,   11,   54,    0,   40
 725,   11,   63,   10,   45,   11,   61,    0,   31,    1,   14,   11,   59,   10,   36
 726,    1,   31,   10,   51,   10,   41,   10,   47,   10,   57,    1,   31,   10,   60
 727,   10,   58,   10,   53,   10,   40,   10,   57,    0,   18,   10,   61,    0,   45
 728,   10,   62,    1,   33,   10,   55,    0,   40,    1,   12,   11,   58,   10,   57
 729,    0,   23,   11,   58,    0,   65,   11,   57,    0,   44,    1,   16,   10,   36
 730,   11,   60,    0,   39,    0,   20,    1,   32,    1,   46,   11,   57,    0,   40
 731,    1,   48,    1,   17,   10,   37,   10,   37,   11,   56,    0,   55,    0,   30
 732,   11,   64,    1,   12,    0,   38,    1,   48,    1,   32,    0,   46,   11,   57
 733,    1,   52,   11,   63,    0,   34,   11,   65,   11,   62,    0,   37,   10,   60
 734,   10,   59,    0,   29,   11,   55,   10,   61,    1,   44,   11,   64,    0,   24
 735,   10,   44,    0,   31,   11,   63,   10,   62,   10,   38,    1,   38,    1,   50
 736,    1,   17,    0,   32,   10,   56,    0,   44,   11,   60,    1,   63,   11,   65
 737,   10,   39,    1,   62,   10,   52,   11,   57,   10,   57,   10,   54,    1,   34
 738,    1,   25,   10,   56,    1,   42,    1,   22,   11,   63,   10,   36,   10,   47
 739,   10,   63,    0,   25,   10,   51,    0,   37,   11,   58,   11,   59,   11,   62
 740,   11,   57,   11,   65,   11,   63,   11,   55,   10,   65,   10,   41,    1,   50
 741,   10,   40,   10,   38,   11,   54,   11,   57,   11,   64,   11,   61,   10,   58
 742,    0,   56,   11,   60,    1,   33,   10,   51,    0,   57,    1,   13,   10,   51
 743,   10,   51,   10,   47,    0,   29,    1,   40,    1,   34,    0,   37,    1,   57
 744,   11,   54,   11,   63,    1,   40,   10,   37,   11,   64,   11,   54,    1,   24
 745,   11,   54,    0,   43,   11,   61,    0,   28,    1,   47,    1,   64,    0,   42
 746,   10,   58,   11,   64,    1,   31,    1,   48,    0,   32,   11,   57,    1,   38
 747,   11,   61,    1,   31,   10,   38,   11,   63,   10,   39,    1,   50,    1,   61
 748,   10,   62,    0,   21,    1,   53,    0,   40,    1,   54,    1,   62,   11,   54
 749,    1,   50,   11,   54,   10,   47,    0,   34,    1,   33,   11,   57,   11,   65
 750,    1,   54,   10,   41,   10,   36,   11,   57,    0,   65,   11,   60,   11,   64
 751,   11,   56,   11,   55,    1,   26,   11,   62,    0,   24,   10,   56,    0,   63
 752,    1,   56,    1,   29,   11,   65,    1,   41,    1,   45,    1,   47,   11,   60
 753,   11,   63,    0,   60,   10,   49,    1,   54,    1,   27,   10,   36,    1,   14
 754,    0,   55,   10,   42,   11,   60,    1,   38,    1,   45,   11,   61,    1,   42
 755,   10,   56,   10,   52,    1,   43,    1,   34,    0,   38,   10,   49,   10,   61
 756,   10,   36,   11,   57,    1,   64,   11,   57,    0,   37,    0,   54,    0,   18
 757,    1,   12,   10,   57,    0,   62,    1,   65,   11,   59,    1,   41,   10,   39
 758,    0,   64,    1,   23,   11,   58,   11,   65,   10,   51,   10,   37,   11,   56
 759,    0,   33,   10,   50,   11,   62,    1,   25,   11,   57,   10,   56,   10,   58
 760,    0,   24,    1,   51,    1,   16,    0,   58,   11,   57,    0,   44,    1,   32
 761,   10,   58,   11,   59,   11,   54,   10,   45,    0,   43,    1,   22,   10,   36
 762,    0,   65,    0,   44,    1,   54,    0,   28,    0,   30,    1,   13,   10,   39
 763,   10,   53,    0,   29,    0,   64,   11,   54,   10,   48,   10,   61,    0,   52
 764,   11,   60,   10,   50,   11,   59,   10,   52,    1,   22,    1,   53,    0,   36
 765,    0,   63,    0,   18,   11,   61,    1,   14,    0,   52,   11,   62,    0,   56
 766,   11,   57,    0,   53,    1,   60,   10,   50,   10,   52,   11,   59,   11,   57
 767,    0,   63,    1,   40,    1,   32,   10,   52,   10,   53,   10,   38,   11,   56
 768,    1,   34,    0,   64,    1,   14,    0,   35,    0,   42,   11,   57,   11,   54
 769,   10,   58,   11,   62,   11,   55,    1,   51,   10,   45,   11,   61,    0,   40
 770,   11,   59,    0,   41,   10,   43,   10,   51,   11,   58,   11,   64,   11,   62
 771,   10,   38,   10,   40,    1,   24,    1,   19,   11,   55,   11,   55,   11,   60
 772,    0,   21,   11,   54,   10,   37,   11,   63,    1,   41,    1,   37,   10,   62
 773,   11,   61,    0,   62,   10,   57,    0,   49,    1,   13,    0,   45,   10,   64
 774,   11,   56,    1,   40,    0,   37,    0,   62,    1,   60,    0,   35,   11,   62
 775,   10,   47,   11,   61,    0,   48,   11,   64,    1,   65,    0,   31,    0,   23
 776,   10,   53,    0,   50,   11,   62,    0,   48,   11,   58,   11,   62,    1,   22
 777,    1,   16,   11,   60,   10,   60,    0,   42,   11,   57,   11,   63,   11,   62
 778,   10,   58,   10,   40,   10,   36,    0,   65,   11,   54,   10,   48,    0,   36
 779,   11,   55,   11,   61,    1,   48,   11,   64,   11,   64,   11,   59,   11,   62
 780,    0,   27,    1,   59,   11,   63,   11,   54,    0,   35,    1,   57,    0,   35
 781,    0,   64,    1,   24,    1,   15,    1,   31,    1,   39,    0,   22,   10,   47
 782,    1,   31,   10,   42,    1,   63,    1,   55,    1,   18,    0,   27,   11,   59
 783,   11,   64,   10,   41,    0,   55,    0,   40,    1,   42,    0,   53,   11,   62
 784,    0,   58,    0,   33,    1,   41,    1,   28,    0,   36,   10,   58,   11,   61
 785,   10,   37,   11,   59,    0,   65,    0,   40,   11,   56,    0,   24,   10,   55
 786,   10,   57,   10,   37,   11,   62,   10,   51,   11,   59,   11,   62,    1,   50
 787,   11,   62,   10,   43,    0,   57,    0,   23,    0,   44,   10,   48,   11,   62
 788,    0,   32,   10,   54,    1,   35,   11,   63,   10,   62,   10,   52,   10,   45
 789,   11,   59,   10,   59,   11,   63,    1,   43,    0,   47,   11,   65,   10,   41
 790,    0,   29,   10,   55,   10,   49,    1,   53,   10,   48,   11,   58,    0,   61
 791,    1,   17,   11,   57,   10,   59,   10,   42,    1,   28,    1,   45,    0,   31
 792,   10,   41,   11,   65,   11,   54,   10,   62,    1,   45,   10,   39,   11,   58
 793,    0,   62,   10,   44,   11,   57,   11,   61,    1,   21,    1,   42,    0,   25
 794,   10,   40,    1,   12,   10,   61,   11,   58,   10,   45,    0,   62,    1,   30
 795,    0,   59,   10,   40,   11,   63,   10,   56,    1,   20,   10,   61,    1,   17
 796,   10,   61,   11,   55,   11,   54,   10,   36,    0,   20,   11,   65,   10,   41
 797,    1,   22,    1,   39,   10,   46,    1,   16,    0,   32,   11,   64,   11,   60
 798,    1,   36,    0,   40,    1,   19,    1,   16,   11,   58,   11,   55,   10,   37
 799,   11,   59,    0,   65,    1,   56,    0,   40,   11,   57,    1,   14,    0,   40
 800,    0,   49,    1,   53,   11,   57,   11,   63,    1,   32,    1,   18,   11,   63
 801,   11,   59,    1,   39,   10,   63,   11,   56,    1,   50,    1,   43,   10,   49
 802,   10,   56,    1,   57,   10,   43,   11,   62,   11,   58,   11,   65,    1,   47
 803,    0,   50,   10,   53,    0,   58,   10,   52,    1,   51,    0,   57,   10,   58
 804,   10,   52,    1,   18,   11,   55,    1,   34,   10,   37,   10,   65,    0,   38
 805,   10,   52,    0,   37,    1,   19,    0,   39,    1,   24,   10,   42,    0,   19
 806,    0,   44,   10,   62,   11,   60,   10,   60,    1,   24,    0,   37,   11,   60
 807,    1,   56,    0,   20,   10,   57,   11,   62,    0,   43,    0,   35,   10,   61
 808,    1,   21,    1,   17,   11,   55,   10,   50,   11,   63,    1,   60,    0,   28
 809,   11,   60,    1,   32,    1,   26,    1,   33,    1,   27,   10,   58,    0,   64
 810,    0,   18,   11,   58,    0,   28,   10,   47,    0,   23,   11,   62,   10,   39
 811,    1,   44,   10,   40,   11,   61,    0,   40,   10,   65,    1,   19,    1,   32
 812,   11,   61,    1,   21,    1,   49,   10,   54,   11,   55,   11,   60,   10,   48
 813,   10,   62,   11,   59,    0,   35,   10,   64,   11,   60,    0,   58,   11,   59
 814,   10,   53,   10,   59,    1,   26,    1,   20,   10,   58,    1,   38,   10,   53
 815,    1,   15,    0,   52,    1,   30,    0,   47,    1,   19,   10,   52,    1,   30
 816,   10,   42,    1,   19,   11,   65,    0,   27,    0,   54,    1,   24,    0,   39
 817,    1,   53,    0,   62,    1,   58,    0,   55,   11,   58,   11,   65,    0,   24
 818,   11,   58,    1,   62,   10,   39,   11,   60,    0,   29,   10,   62,    0,   64
 819,    1,   21,    1,   49,    1,   26,   10,   44,    0,   26,    1,   34,   10,   58
 820,    1,   41,   11,   54,    0,   55,    0,   62,   11,   57,    1,   13,   10,   44
 821,   10,   53,    1,   35,   11,   62,    0,   41,   11,   63,   11,   58,    1,   20
 822,    0,   26,   11,   61,    0,   20,   11,   56,    0,   26,    0,   20,   10,   53
 823,    0,   55,   11,   65,    0,   38,   10,   46,   11,   54,    0,   48,    0,   45
 824,    0,   27,   11,   60,   11,   56,    1,   28,    1,   12,   10,   47,   11,   60
 825,    0,   37,   11,   62,   10,   39,   11,   61,   10,   59,   11,   54,    0,   20
 826,   10,   64,    1,   38,   10,   39,   11,   60,   10,   51,    0,   31,    0,   53
 827,    1,   60,    0,   20,    0,   26,   10,   53,   10,   49,    0,   42,    0,   45
 828,    0,   60,    1,   53,    0,   62,    0,   50,   11,   63,   10,   36,   11,   54
 829,   10,   39,   10,   44,    1,   58,    0,   34,    1,   42,   11,   56,   10,   45
 830,    1,   19,    0,   18,    0,   53,   11,   56,    0,   46,   11,   55,    0,   62
 831,    1,   19,    1,   25,   10,   61,    1,   65,    1,   20,    0,   42,   10,   48
 832,    0,   22,   10,   40,   10,   60,    0,   60,    0,   32,    0,   63,   11,   62
 833,   10,   62,    1,   40,    0,   38,    1,   49,   10,   55,   10,   39,    0,   18
 834,    0,   58,    0,   51,    0,   44,   11,   64,    1,   57,    1,   23,    0,   45
 835,    1,   58,    1,   34,    1,   13,    0,   34,   10,   41,    0,   21,    1,   49
 836,    0,   41,   10,   53,   10,   42,   10,   56,   11,   61,   10,   54,   10,   40
 837,   10,   60,   10,   63,   11,   63,   10,   60,   11,   64,    0,   45,    0,   41
 838,   11,   65,   10,   59,    1,   43,   10,   55,    1,   59,    0,   34,    0,   27
 839,   11,   59,   11,   56,    0,   20,    0,   22,   11,   60,   10,   38,   10,   51
 840,   10,   48,    1,   63,   11,   54,    1,   29,    1,   33,    0,   26,    0,   44
 841,   10,   37,    1,   63,   10,   57,   10,   36,   10,   39,   10,   38,    1,   47
 842,    1,   52,   11,   58,    0,   47,    0,   31,   10,   43,   11,   57,    0,   49
 843,    0,   53,   10,   41,    1,   29,   11,   65,   11,   56,   11,   57,    0,   40
 844,    0,   61,    0,   52,    0,   32,   11,   60,   11,   57,    0,   41,   10,   45
 845,    0,   58,   10,   43,    1,   38,   11,   60,   10,   54,    0,   20,   10,   46
 846,   11,   65,   10,   61,    0,   58,   11,   63,    1,   12,    1,   40,   11,   59
 847,   10,   44,   11,   54,   10,   54,   11,   65,    1,   13,   11,   54,    1,   60
 848,   10,   50,   10,   48,    1,   13,   11,   59,    1,   35,    1,   33,   10,   52
 849,    1,   37,    1,   61,    0,   49,    1,   62,    0,   19,    0,   43,   11,   65
 850,   10,   47,   10,   49,    0,   42,    0,   48,    0,   53,   10,   45,    1,   14
 851,   10,   60,    1,   53,   11,   58,   10,   64,   11,   56,   10,   36,   11,   63
 852,   10,   52,   10,   58,   10,   59,   10,   52,   10,   63,   11,   56,    1,   56
 853,   11,   62,    0,   60,   11,   60,    0,   29,   11,   62,    0,   44,   10,   51
 854,   10,   54,    1,   27,   10,   59,    1,   49,   11,   65,    1,   29,   11,   62
 855,   11,   55,   10,   45,    0,   53,    0,   38,    1,   53,    0,   47,    0,   46
 856,    0,   18,   10,   59,    0,   58,    0,   19,    0,   35,   10,   44,   10,   48
 857,    0,   56,    0,   33,    0,   54,   11,   63,   11,   55,   11,   62,    0,   64
 858,    0,   23,   10,   43,    0,   62,   11,   56,    1,   45,   10,   62,   10,   54
 859,   11,   56,    0,   33,   11,   61,    1,   15,    1,   13,    0,   28,    1,   54
 860,    0,   52,   10,   56,    0,   63,    0,   37,    0,   50,    1,   25,    0,   57
 861,    0,   30,   11,   58,   10,   59,   11,   60,    0,   57,   10,   52,    0,   47
 862,   10,   46,   10,   49,    0,   50,   11,   63,    1,   53,   11,   54,    0,   36
 863,   10,   46,    1,   41,    0,   58,   11,   62,   10,   54,   10,   58,    1,   19
 864,    0,   18,   10,   59,    0,   52,    1,   39,    1,   14,   11,   64,    1,   14
 865,   10,   48,   10,   48,    0,   59,    0,   27,   10,   53,   10,   44,    1,   47
 866,   10,   60,   11,   65,   11,   58,    1,   60,    0,   37,   10,   50,   10,   63
 867,    0,   23,    1,   65,   10,   59,   11,   60,   11,   60,   10,   37,    1,   39
 868,    0,   20,   11,   56,   10,   52,   11,   65,    1,   17,    0,   27,    0,   23
 869,   11,   65,    0,   40,   11,   63,    0,   47,    1,   64,   10,   41,   10,   37
 870,    0,   31,   10,   65,    1,   45,   11,   62,    0,   58,   10,   38,   10,   42
 871,    1,   23,    0,   31,    0,   24,   11,   64,   11,   62,   10,   39,   11,   56
 872,    1,   22,    1,   25,   10,   40,   11,   65,   10,   43,    1,   44,   11,   62
 873,   10,   61,   11,   62,    0,   41,   11,   58,    0,   22,   10,   57,    0,   29
 874,   11,   63,    0,   40,    0,   28,   11,   54,   11,   55,   10,   48,    1,   63
 875,   10,   48,   11,   57,    1,   58,    1,   31,    1,   30,   11,   60,   10,   54
 876,   10,   48,    0,   23,    0,   31,    1,   19,   11,   60,    1,   28,   10,   57
 877,    0,   49,   11,   56,    0,   33,   10,   55,   11,   64,   10,   60,   10,   55
 878,   10,   50,    0,   57,    0,   37,    0,   55,   11,   57,   11,   57,   11,   62
 879,   11,   54,   10,   36,    1,   25,    0,   40,   10,   59,   11,   57,    0,   19
 880,    1,   19,   11,   54,    1,   64,   11,   57,    0,   30,   10,   44,   11,   61
 881,    0,   46,    0,   57,    1,   29,    1,   28,    0,   40,    0,   40,   10,   62
 882,   10,   37,    0,   60,    1,   45,   11,   56,   11,   62,    1,   48,    1,   30
 883,    1,   63,   11,   57,    0,   43,   10,   36,    0,   39,    0,   46,   10,   57
 884,   11,   65,   10,   48,   10,   63,   10,   63,   10,   58,    1,   57,   11,   64
 885,   10,   37,   10,   45,    0,   23,   10,   36,    1,   15,    1,   63,   10,   51
 886,    0,   35,   11,   64,   10,   46,   11,   64,   11,   62,   10,   44,   11,   55
 887,    1,   35,    0,   62,    1,   43,   10,   63,    0,   52,   10,   64,    0,   22
 888,    1,   63,    1,   19,    1,   30,    1,   19,    0,   33,    1,   48,   10,   50
 889,    1,   43,   11,   63,    1,   64,   11,   62,    0,   61,   10,   44,   11,   54
 890,   11,   58,    1,   42,   11,   60,    0,   39,    1,   54,    0,   23,   11,   60
 891,   11,   61,    0,   61,    0,   52,    1,   58,   11,   60,   11,   63,   10,   65
 892,   10,   61,   11,   63,   11,   65,   10,   45,    0,   30,   11,   63,    0,   30
 893,    0,   43,    0,   26,    1,   65,    0,   54,   11,   54,   11,   60,    0,   45
 894,   10,   59,   10,   47,   11,   62,    0,   57,   11,   63,    1,   32,   11,   64
 895,   11,   62,    1,   35,   11,   59,    1,   55,   11,   58,   11,   55,    1,   35
 896,    1,   13,   11,   63,    0,   46,    1,   62,    1,   56,   11,   55,   11,   60
 897,    1,   15,    0,   39,   10,   37,   11,   54,    0,   18,    1,   25,   11,   63
 898,   11,   55,   11,   57,   10,   49,    1,   19,   11,   61,    1,   53,   11,   57
 899,    1,   51,    1,   36,    0,   39,   10,   63,    0,   62,    1,   14,   11,   61
 900,    0,   21,   11,   56,   11,   55,    0,   20,   10,   50,   10,   48,    1,   35
 901,    1,   65,   10,   54,   11,   57,    1,   35,    0,   59,   11,   58,    1,   24
 902,   10,   42,   11,   57,    0,   55,    1,   38,   10,   40,   11,   56,   10,   47
 903,   11,   57,    1,   22,   10,   61,    0,   45,   11,   62,   10,   39,    0,   55
 904,    1,   35,   11,   65,    0,   41,    0,   50,    1,   65,   10,   53,   11,   57
 905,    0,   54,   11,   62,    0,   60,   10,   45,   11,   55,    0,   56,   11,   57
 906,   11,   60,   10,   43,    0,   28,    1,   46,   11,   60,    1,   40,    0,   52
 907,   10,   55,   10,   40,   11,   59,    1,   30,    1,   60,    0,   44,    1,   17
 908,   10,   52,    1,   31,   11,   60,   11,   62,   10,   64,   10,   49,    1,   54
 909,   11,   63,   11,   57,   10,   37,    0,   24,   11,   54,   10,   60,   10,   42
 910,   10,   58,    1,   28,   11,   59,    1,   21,    0,   30,    0,   30,   10,   40
 911,   11,   54,   10,   65,    0,   23,    1,   14,   11,   57,    1,   20,   10,   60
 912,    1,   42,    0,   65,   11,   63,   11,   57,    1,   46,    0,   37,    1,   50
 913,    1,   55,   10,   37,    1,   40,    0,   20,   11,   57,   11,   57,   11,   63
 914,   11,   64,   10,   59,    0,   49,   10,   54,    0,   37,   10,   40,    0,   60
 915,    0,   52,    0,   35,    1,   57,   11,   60,    0,   26,   11,   62,   10,   51
 916,    1,   38,    1,   39,    0,   49,    1,   20,    0,   29,   10,   65,    1,   18
 917,    1,   46,    0,   46,    1,   32,   10,   65,   11,   56,   11,   57,   11,   56
 918,   11,   64,    0,   27,   11,   54,    1,   63,   10,   39,   10,   52,    1,   51
 919,   10,   41,   10,   52,    0,   47,    1,   32,    1,   47,   11,   58,    0,   65
 920,   11,   57,    0,   48,   11,   56,   10,   46,    0,   50,    1,   54,    0,   26
 921,    1,   52,   11,   60,   10,   41,    0,   19,    0,   55,   11,   56,    0,   36
 922,   11,   60,   11,   54,    1,   13,    1,   64,    1,   17,    0,   59,    0,   65
 923,    0,   28,    1,   15,   11,   62,    1,   20,   11,   62,    1,   12,    0,   41
 924,   10,   44,   11,   56,    0,   48,    1,   61,   11,   59,    1,   28,   10,   46
