nExp, Time,  AVy,  A0x,  A0y 
   0,  472,    0,    1,   28
 472,    1,    0,    1,   27
 472,    2,    6,    1,   26
 472,    3,   12,    1,   25
 472,    4,   18,    1,   24
 472,    5,   24,    1,   23
 472,    6,   30,    1,   22
 472,    7,   36,    1,   21
 472,    8,   42,    1,   20
 472,    9,   48,    1,   19
 472,   10,   54,    1,   18
 472,   11,   60,    1,   17
   0,  473,    0,   11,   60
 473,    1,    1,   11,   59
 473,    2,    7,   10,   59
 473,    3,   13,    9,   59
 473,    4,   19,    8,   59
 473,    5,   25,    7,   59
 473,    6,   31,    6,   59
 473,    7,   37,    5,   59
 473,    8,   43,    4,   59
 473,    9,   49,    3,   59
 473,   10,   55,    2,   59
   0,  474,    0,   11,   63
 474,    1,    2,   10,   63
 474,    2,    8,    9,   63
 474,    3,   14,    8,   63
 474,    4,   20,    7,   63
 474,    5,   26,    6,   63
 474,    6,   32,    5,   63
 474,    7,   38,    4,   63
 474,    8,   44,    3,   63
 474,    9,   50,    2,   63
 474,   10,   56,    1,   63
 474,   11,   62,    2,   63
   0,  475,    0,   10,   43
 475,    1,    5,   10,   42
 475,    2,   11,    9,   42
 475,    3,   17,    8,   42
 475,    4,   23,    7,   42
 475,    5,   29,    6,   42
 475,    6,   35,    5,   42
 475,    7,   41,    4,   42
   0,  476,    0,   10,   49
 476,    1,    5,   10,   48
 476,    2,   11,   10,   47
 476,    3,   17,   10,   46
 476,    4,   23,   10,   45
 476,    5,   29,   10,   44
 476,    6,   35,   10,   43
 476,    7,   41,   10,   42
 476,    8,   47,   10,   41
 476,    9,   53,   10,   40
 476,   10,   59,   10,   39
   0,  477,    0,   10,   48
 477,    1,    0,   10,   47
 477,    2,    6,   10,   46
 477,    3,   12,   10,   45
 477,    4,   18,   10,   44
 477,    5,   24,   10,   43
 477,    6,   30,   10,   42
 477,    7,   36,   10,   41
 477,    8,   42,    9,   41
 477,    9,   48,    8,   41
 477,   10,   54,    7,   41
 477,   11,   60,    6,   41
   0,  478,    0,    1,   13
 478,    1,    1,    1,   12
 478,    2,    7,    1,   11
 478,    3,   13,    1,   10
 478,    4,   19,    2,   10
 478,    5,   25,    3,   10
 478,    6,   31,    4,   10
 478,    7,   37,    5,   10
 478,    8,   43,    6,   10
 478,    9,   49,    7,   10
 478,   10,   55,    8,   10
 478,   11,   61,    9,   10
   0,  479,    0,   10,   37
 479,    1,    2,   10,   36
 479,    2,    8,   10,   35
 479,    3,   14,   10,   34
 479,    4,   20,   10,   33
 479,    5,   26,   10,   32
 479,    6,   32,   10,   31
 479,    7,   38,   10,   30
 479,    8,   44,   10,   29
 479,    9,   50,   10,   28
 479,   10,   56,   10,   27
 479,   11,   62,    9,   27
   0,  480,    0,   10,   53
 480,    1,    3,   10,   52
 480,    2,    9,   10,   51
 480,    3,   15,   10,   50
 480,    4,   21,   10,   49
 480,    5,   27,   10,   48
 480,    6,   33,   10,   47
 480,    7,   39,   10,   46
 480,    8,   45,   10,   45
 480,    9,   51,   10,   44
 480,   10,   57,   10,   43
 480,   11,   63,   10,   42
   0,  481,    0,   11,   57
 481,    1,    4,   11,   56
 481,    2,   10,   11,   55
 481,    3,   16,   11,   54
 481,    4,   22,   11,   53
 481,    5,   28,   11,   52
 481,    6,   34,   11,   51
 481,    7,   40,   11,   50
 481,    8,   46,   11,   49
 481,    9,   52,   11,   48
 481,   10,   58,   11,   47
 481,   11,   64,   10,   47
   0,  482,    0,   10,   42
 482,    1,    5,   10,   41
 482,    2,   11,   10,   40
 482,    3,   17,   10,   39
 482,    4,   23,   10,   38
 482,    5,   29,   10,   37
 482,    6,   35,   10,   36
 482,    7,   41,   10,   35
 482,    8,   47,   10,   34
 482,    9,   53,   10,   33
 482,   10,   59,   10,   32
   0,  483,    0,   10,   46
 483,    1,    0,   10,   45
 483,    2,    6,   10,   44
 483,    3,   12,   10,   43
 483,    4,   18,    9,   43
 483,    5,   24,    8,   43
 483,    6,   30,    7,   43
 483,    7,   36,    6,   43
 483,    8,   42,    5,   43
   0,  484,    0,   11,   65
 484,    1,    5,   11,   64
 484,    2,   11,   11,   63
 484,    3,   17,   10,   63
 484,    4,   23,    9,   63
 484,    5,   29,    8,   63
 484,    6,   35,    7,   63
 484,    7,   41,    6,   63
 484,    8,   47,    5,   63
 484,    9,   53,    4,   63
 484,   10,   59,    3,   63
   0,  485,    0,    0,   45
 485,    1,    2,    0,   44
 485,    2,    8,    0,   43
 485,    3,   14,    0,   42
 485,    4,   20,    0,   41
 485,    5,   26,    0,   40
 485,    6,   32,    0,   39
 485,    7,   38,    0,   38
 485,    8,   44,    0,   37
 485,    9,   50,    0,   36
 485,   10,   56,    0,   35
 485,   11,   62,    0,   34
   0,  486,    0,    1,   64
 486,    1,    3,    1,   63
 486,    2,    9,    1,   62
 486,    3,   15,    1,   61
 486,    4,   21,    1,   60
 486,    5,   27,    1,   59
 486,    6,   33,    1,   58
 486,    7,   39,    1,   57
 486,    8,   45,    1,   56
 486,    9,   51,    2,   56
   0,  487,    0,   11,   61
 487,    1,    1,   11,   60
 487,    2,    7,   11,   59
 487,    3,   13,   11,   58
 487,    4,   19,   11,   57
 487,    5,   25,   11,   56
 487,    6,   31,   11,   55
 487,    7,   37,   11,   54
 487,    8,   43,   11,   53
 487,    9,   49,   11,   52
 487,   10,   55,   11,   51
 487,   11,   61,   11,   50
   0,  488,    0,   10,   56
 488,    1,    2,   10,   55
 488,    2,    8,   10,   54
 488,    3,   14,   10,   53
 488,    4,   20,   10,   52
 488,    5,   26,   10,   51
 488,    6,   32,   10,   50
 488,    7,   38,   10,   49
 488,    8,   44,   10,   48
 488,    9,   50,   10,   47
 488,   10,   56,   10,   46
 488,   11,   62,   10,   45
   0,  489,    0,    1,   61
 489,    1,    3,    1,   60
 489,    2,    9,    1,   59
 489,    3,   15,    1,   58
 489,    4,   21,    1,   57
 489,    5,   27,    1,   56
 489,    6,   33,    1,   55
 489,    7,   39,    1,   54
 489,    8,   45,    1,   53
 489,    9,   51,    2,   53
   0,  490,    0,   11,   57
 490,    1,    4,   11,   56
 490,    2,   10,   11,   55
 490,    3,   16,   11,   54
 490,    4,   22,   11,   53
 490,    5,   28,   11,   52
 490,    6,   34,   11,   51
 490,    7,   40,   11,   50
 490,    8,   46,   11,   49
 490,    9,   52,   11,   48
 490,   10,   58,   11,   47
 490,   11,   64,   11,   46
   0,  491,    0,   10,   36
 491,    1,    5,   10,   35
 491,    2,   11,   10,   34
 491,    3,   17,   10,   33
 491,    4,   23,   10,   32
 491,    5,   29,   10,   31
 491,    6,   35,   10,   30
 491,    7,   41,   10,   29
 491,    8,   47,   10,   28
 491,    9,   53,   10,   27
 491,   10,   59,   10,   26
   0,  492,    0,   11,   60
 492,    1,    0,   11,   59
 492,    2,    6,   11,   58
 492,    3,   12,   11,   57
 492,    4,   18,   11,   56
 492,    5,   24,   10,   56
 492,    6,   30,    9,   56
 492,    7,   36,    8,   56
 492,    8,   42,    7,   56
 492,    9,   48,    6,   56
 492,   10,   54,    5,   56
   0,  493,    0,   11,   58
 493,    1,    4,   11,   57
 493,    2,   10,   11,   56
 493,    3,   16,   11,   55
 493,    4,   22,   11,   54
 493,    5,   28,   11,   53
 493,    6,   34,   11,   52
 493,    7,   40,   11,   51
 493,    8,   46,   11,   50
 493,    9,   52,   11,   49
 493,   10,   58,   11,   48
 493,   11,   64,   11,   47
   0,  494,    0,   10,   45
 494,    1,    5,   10,   44
 494,    2,   11,   10,   43
 494,    3,   17,   10,   42
 494,    4,   23,   10,   41
 494,    5,   29,    9,   41
 494,    6,   35,    8,   41
 494,    7,   41,    7,   41
 494,    8,   47,    6,   41
 494,    9,   53,    5,   41
 494,   10,   59,    4,   41
   0,  495,    0,   11,   61
 495,    1,    0,   11,   60
 495,    2,    6,   11,   59
 495,    3,   12,   11,   58
 495,    4,   18,   11,   57
 495,    5,   24,   11,   56
 495,    6,   30,   11,   55
 495,    7,   36,   11,   54
 495,    8,   42,   11,   53
 495,    9,   48,   11,   52
 495,   10,   54,   11,   51
 495,   11,   60,   11,   50
   0,  496,    0,   11,   54
 496,    1,    1,   11,   53
 496,    2,    7,   11,   52
 496,    3,   13,   11,   51
 496,    4,   19,   11,   50
 496,    5,   25,   11,   49
 496,    6,   31,   11,   48
 496,    7,   37,   11,   47
 496,    8,   43,   11,   46
 496,    9,   49,   11,   45
 496,   10,   55,   11,   44
 496,   11,   61,   11,   43
   0,  497,    0,    0,   20
 497,    1,    2,    0,   19
 497,    2,    8,    0,   18
 497,    3,   14,    0,   17
 497,    4,   20,    0,   16
 497,    5,   26,    0,   15
 497,    6,   32,    0,   14
 497,    7,   38,    0,   13
 497,    8,   44,    1,   13
 497,    9,   50,    2,   13
 497,   10,   56,    3,   13
 497,   11,   62,    4,   13
   0,  498,    0,    0,   62
 498,    1,    3,    0,   61
 498,    2,    9,    0,   60
 498,    3,   15,    0,   59
 498,    4,   21,    0,   58
 498,    5,   27,    0,   57
 498,    6,   33,    0,   56
 498,    7,   39,    0,   55
 498,    8,   45,    0,   54
 498,    9,   51,    0,   53
 498,   10,   57,    0,   52
 498,   11,   63,    0,   51
   0,  499,    0,   11,   59
 499,    1,    4,   11,   58
 499,    2,   10,   11,   57
 499,    3,   16,   11,   56
 499,    4,   22,   11,   55
 499,    5,   28,   11,   54
 499,    6,   34,   11,   53
 499,    7,   40,   11,   52
 499,    8,   46,   10,   52
 499,    9,   52,    9,   52
 499,   10,   58,    8,   52
 499,   11,   64,    7,   52
   0,  500,    0,   11,   63
 500,    1,    5,   11,   62
 500,    2,   11,   11,   61
 500,    3,   17,   11,   60
 500,    4,   23,   11,   59
 500,    5,   29,   11,   58
 500,    6,   35,   11,   57
 500,    7,   41,   11,   56
 500,    8,   47,   11,   55
 500,    9,   53,   11,   54
 500,   10,   59,   11,   53
   0,  501,    0,   11,   62
 501,    1,    0,   11,   61
 501,    2,    6,   11,   60
 501,    3,   12,   11,   59
 501,    4,   18,   11,   58
 501,    5,   24,   11,   57
 501,    6,   30,   11,   56
 501,    7,   36,   11,   55
 501,    8,   42,   11,   54
 501,    9,   48,   11,   53
 501,   10,   54,   11,   52
 501,   11,   60,   11,   51
   0,  502,    0,    0,   44
 502,    1,    1,    0,   43
 502,    2,    7,    0,   42
 502,    3,   13,    0,   41
 502,    4,   19,    0,   40
 502,    5,   25,    0,   39
 502,    6,   31,    0,   38
 502,    7,   37,    0,   37
 502,    8,   43,    0,   36
 502,    9,   49,    1,   36
 502,   10,   55,    2,   36
 502,   11,   61,    3,   36
   0,  503,    0,    1,   63
 503,    1,    2,    1,   62
 503,    2,    8,    1,   61
 503,    3,   14,    1,   60
 503,    4,   20,    1,   59
 503,    5,   26,    1,   58
 503,    6,   32,    2,   58
 503,    7,   38,    3,   58
 503,    8,   44,    4,   58
 503,    9,   50,    5,   58
 503,   10,   56,    6,   58
 503,   11,   62,    7,   58
   0,  504,    0,    0,   26
 504,    1,    3,    0,   25
 504,    2,    9,    0,   24
 504,    3,   15,    0,   23
 504,    4,   21,    0,   22
 504,    5,   27,    0,   21
 504,    6,   33,    0,   20
 504,    7,   39,    0,   19
 504,    8,   45,    0,   18
 504,    9,   51,    0,   17
 504,   10,   57,    0,   16
 504,   11,   63,    0,   15
   0,  505,    0,   10,   40
 505,    1,    4,   10,   39
 505,    2,   10,   10,   38
 505,    3,   16,   10,   37
 505,    4,   22,   10,   36
 505,    5,   28,   10,   35
 505,    6,   34,   10,   34
 505,    7,   40,   10,   33
 505,    8,   46,    9,   33
 505,    9,   52,    8,   33
 505,   10,   58,    7,   33
 505,   11,   64,    6,   33
   0,  506,    0,    0,   42
 506,    1,    5,    0,   41
 506,    2,   11,    0,   40
 506,    3,   17,    0,   39
 506,    4,   23,    0,   38
 506,    5,   29,    0,   37
 506,    6,   35,    0,   36
 506,    7,   41,    0,   35
 506,    8,   47,    0,   34
 506,    9,   53,    0,   33
 506,   10,   59,    0,   32
   0,  507,    0,   11,   61
 507,    1,    0,   11,   60
 507,    2,    6,   11,   59
 507,    3,   12,   11,   58
 507,    4,   18,   11,   57
 507,    5,   24,   11,   56
 507,    6,   30,   11,   55
 507,    7,   36,   11,   54
 507,    8,   42,   11,   53
 507,    9,   48,   11,   52
 507,   10,   54,   11,   51
 507,   11,   60,   11,   50
   0,  508,    0,   11,   57
 508,    1,    1,   11,   56
 508,    2,    7,   11,   55
 508,    3,   13,   11,   54
 508,    4,   19,   11,   53
 508,    5,   25,   11,   52
 508,    6,   31,   10,   52
 508,    7,   37,    9,   52
 508,    8,   43,    8,   52
 508,    9,   49,    7,   52
 508,   10,   55,    6,   52
 508,   11,   61,    5,   52
   0,  509,    0,    1,   35
 509,    1,    2,    1,   34
 509,    2,    8,    1,   33
 509,    3,   14,    1,   32
 509,    4,   20,    1,   31
 509,    5,   26,    1,   30
 509,    6,   32,    1,   29
 509,    7,   38,    1,   28
 509,    8,   44,    1,   27
 509,    9,   50,    1,   26
 509,   10,   56,    1,   25
 509,   11,   62,    1,   24
   0,  510,    0,   11,   62
 510,    1,    3,   11,   61
 510,    2,    9,   11,   60
 510,    3,   15,   11,   59
 510,    4,   21,   11,   58
 510,    5,   27,   11,   57
 510,    6,   33,   11,   56
 510,    7,   39,   11,   55
 510,    8,   45,   11,   54
 510,    9,   51,   11,   53
 510,   10,   57,   11,   52
 510,   11,   63,   11,   51
   0,  511,    0,   11,   60
 511,    1,    4,   11,   59
 511,    2,   10,   11,   58
 511,    3,   16,   11,   57
 511,    4,   22,   11,   56
 511,    5,   28,   11,   55
 511,    6,   34,   11,   54
 511,    7,   40,   11,   53
 511,    8,   46,   11,   52
 511,    9,   52,   11,   51
 511,   10,   58,   11,   50
 511,   11,   64,   11,   49
   0,  512,    0,   10,   65
 512,    1,    5,    9,   65
 512,    2,   11,    8,   65
 512,    3,   17,    7,   65
 512,    4,   23,    6,   65
 512,    5,   29,    5,   65
 512,    6,   35,    4,   65
 512,    7,   41,    3,   65
 512,    8,   47,    2,   65
 512,    9,   53,    1,   65
 512,   10,   59,    2,   65
   0,  513,    0,    0,   55
 513,    1,    0,    1,   55
 513,    2,    6,    2,   55
 513,    3,   12,    3,   55
 513,    4,   18,    4,   55
 513,    5,   24,    5,   55
 513,    6,   30,    6,   55
 513,    7,   36,    7,   55
 513,    8,   42,    8,   55
 513,    9,   48,    9,   55
 513,   10,   54,   10,   55
 513,   11,   60,   11,   55
   0,  514,    0,   11,   64
 514,    1,    1,   11,   63
 514,    2,    7,   11,   62
 514,    3,   13,   11,   61
 514,    4,   19,   11,   60
 514,    5,   25,   11,   59
 514,    6,   31,   11,   58
 514,    7,   37,   11,   57
 514,    8,   43,   11,   56
 514,    9,   49,   11,   55
 514,   10,   55,   11,   54
 514,   11,   61,   10,   54
   0,  515,    0,   11,   55
 515,    1,    2,   11,   54
 515,    2,    8,   11,   53
 515,    3,   14,   11,   52
 515,    4,   20,   11,   51
 515,    5,   26,   11,   50
 515,    6,   32,   11,   49
 515,    7,   38,   11,   48
 515,    8,   44,   11,   47
 515,    9,   50,   11,   46
 515,   10,   56,   10,   46
 515,   11,   62,    9,   46
   0,  516,    0,   10,   63
 516,    1,    3,   10,   62
 516,    2,    9,   10,   61
 516,    3,   15,   10,   60
 516,    4,   21,   10,   59
 516,    5,   27,   10,   58
 516,    6,   33,   10,   57
 516,    7,   39,    9,   57
 516,    8,   45,    8,   57
 516,    9,   51,    7,   57
 516,   10,   57,    6,   57
 516,   11,   63,    5,   57
   0,  517,    0,   10,   46
 517,    1,    4,   10,   45
 517,    2,   10,   10,   44
 517,    3,   16,   10,   43
 517,    4,   22,   10,   42
 517,    5,   28,   10,   41
 517,    6,   34,   10,   40
 517,    7,   40,   10,   39
 517,    8,   46,   10,   38
 517,    9,   52,   10,   37
 517,   10,   58,   10,   36
 517,   11,   64,   10,   35
   0,  518,    0,   11,   60
 518,    1,    5,   11,   59
 518,    2,   11,   11,   58
 518,    3,   17,   11,   57
 518,    4,   23,   11,   56
 518,    5,   29,   11,   55
 518,    6,   35,   11,   54
 518,    7,   41,   11,   53
 518,    8,   47,   11,   52
 518,    9,   53,   11,   51
 518,   10,   59,   11,   50
   0,  519,    0,    1,   45
 519,    1,    0,    1,   44
 519,    2,    6,    2,   44
 519,    3,   12,    3,   44
 519,    4,   18,    4,   44
 519,    5,   24,    5,   44
 519,    6,   30,    6,   44
 519,    7,   36,    7,   44
 519,    8,   42,    8,   44
 519,    9,   48,    9,   44
 519,   10,   54,   10,   44
 519,   11,   60,   11,   44
   0,  520,    0,   11,   56
 520,    1,    1,   11,   55
 520,    2,    7,   10,   55
 520,    3,   13,    9,   55
 520,    4,   19,    8,   55
 520,    5,   25,    7,   55
 520,    6,   31,    6,   55
 520,    7,   37,    5,   55
 520,    8,   43,    4,   55
 520,    9,   49,    3,   55
   0,  521,    0,    0,   43
 521,    1,    0,    0,   42
 521,    2,    6,    0,   41
 521,    3,   12,    0,   40
 521,    4,   18,    0,   39
 521,    5,   24,    0,   38
 521,    6,   30,    0,   37
 521,    7,   36,    0,   36
 521,    8,   42,    0,   35
 521,    9,   48,    0,   34
 521,   10,   54,    0,   33
 521,   11,   60,    0,   32
   0,  522,    0,   11,   62
 522,    1,    1,   10,   62
 522,    2,    7,    9,   62
 522,    3,   13,    8,   62
 522,    4,   19,    7,   62
 522,    5,   25,    6,   62
 522,    6,   31,    5,   62
 522,    7,   37,    4,   62
 522,    8,   43,    3,   62
 522,    9,   49,    2,   62
 522,   10,   55,    1,   62
 522,   11,   61,    2,   62
   0,  523,    0,   10,   54
 523,    1,    5,   10,   53
 523,    2,   11,   10,   52
 523,    3,   17,   10,   51
 523,    4,   23,   10,   50
 523,    5,   29,   10,   49
 523,    6,   35,   10,   48
 523,    7,   41,   10,   47
 523,    8,   47,   10,   46
 523,    9,   53,   10,   45
 523,   10,   59,    9,   45
   0,  524,    0,    1,   51
 524,    1,    0,    1,   50
 524,    2,    6,    2,   50
 524,    3,   12,    3,   50
 524,    4,   18,    4,   50
 524,    5,   24,    5,   50
 524,    6,   30,    6,   50
 524,    7,   36,    7,   50
 524,    8,   42,    8,   50
 524,    9,   48,    9,   50
 524,   10,   54,   10,   50
 524,   11,   60,   11,   50
   0,  525,    0,    0,   60
 525,    1,    1,    0,   59
 525,    2,    7,    0,   58
 525,    3,   13,    0,   57
 525,    4,   19,    0,   56
 525,    5,   25,    0,   55
 525,    6,   31,    0,   54
 525,    7,   37,    0,   53
 525,    8,   43,    0,   52
 525,    9,   49,    0,   51
 525,   10,   55,    0,   50
 525,   11,   61,    1,   50
   0,  526,    0,    1,   63
 526,    1,    2,    1,   62
 526,    2,    8,    1,   61
 526,    3,   14,    2,   61
 526,    4,   20,    3,   61
 526,    5,   26,    4,   61
 526,    6,   32,    5,   61
 526,    7,   38,    6,   61
 526,    8,   44,    7,   61
 526,    9,   50,    8,   61
 526,   10,   56,    9,   61
 526,   11,   62,   10,   61
   0,  527,    0,   11,   54
 527,    1,    3,   11,   53
 527,    2,    9,   11,   52
 527,    3,   15,   11,   51
 527,    4,   21,   11,   50
 527,    5,   27,   11,   49
 527,    6,   33,   11,   48
 527,    7,   39,   11,   47
 527,    8,   45,   11,   46
 527,    9,   51,   11,   45
 527,   10,   57,   10,   45
 527,   11,   63,    9,   45
   0,  528,    0,    1,   52
 528,    1,    4,    1,   51
 528,    2,   10,    1,   50
 528,    3,   16,    1,   49
 528,    4,   22,    1,   48
 528,    5,   28,    1,   47
 528,    6,   34,    1,   46
 528,    7,   40,    1,   45
 528,    8,   46,    1,   44
 528,    9,   52,    1,   43
 528,   10,   58,    1,   42
 528,   11,   64,    1,   41
   0,  529,    0,    1,   39
 529,    1,    5,    1,   38
 529,    2,   11,    1,   37
 529,    3,   17,    1,   36
 529,    4,   23,    1,   35
 529,    5,   29,    1,   34
 529,    6,   35,    1,   33
 529,    7,   41,    1,   32
 529,    8,   47,    1,   31
 529,    9,   53,    1,   30
 529,   10,   59,    1,   29
   0,  530,    0,   11,   62
 530,    1,    0,   11,   61
 530,    2,    6,   11,   60
 530,    3,   12,   11,   59
 530,    4,   18,   11,   58
 530,    5,   24,   11,   57
 530,    6,   30,   11,   56
 530,    7,   36,   11,   55
 530,    8,   42,   11,   54
 530,    9,   48,   10,   54
 530,   10,   54,    9,   54
 530,   11,   60,    8,   54
   0,  531,    0,   11,   55
 531,    1,    1,   11,   54
 531,    2,    7,   11,   53
 531,    3,   13,   11,   52
 531,    4,   19,   11,   51
 531,    5,   25,   11,   50
 531,    6,   31,   11,   49
 531,    7,   37,   11,   48
 531,    8,   43,   10,   48
 531,    9,   49,    9,   48
 531,   10,   55,    8,   48
 531,   11,   61,    7,   48
   0,  532,    0,   11,   65
 532,    1,    2,   11,   64
 532,    2,    8,   11,   63
 532,    3,   14,   11,   62
 532,    4,   20,   11,   61
 532,    5,   26,   11,   60
 532,    6,   32,   11,   59
 532,    7,   38,   11,   58
 532,    8,   44,   11,   57
 532,    9,   50,   11,   56
 532,   10,   56,   11,   55
 532,   11,   62,   11,   54
   0,  533,    0,   10,   64
 533,    1,    3,   10,   63
 533,    2,    9,   10,   62
 533,    3,   15,   10,   61
 533,    4,   21,   10,   60
 533,    5,   27,    9,   60
 533,    6,   33,    8,   60
 533,    7,   39,    7,   60
 533,    8,   45,    6,   60
 533,    9,   51,    5,   60
 533,   10,   57,    4,   60
   0,  534,    0,    1,   59
 534,    1,    3,    1,   58
 534,    2,    9,    1,   57
 534,    3,   15,    1,   56
 534,    4,   21,    1,   55
 534,    5,   27,    1,   54
 534,    6,   33,    1,   53
 534,    7,   39,    1,   52
 534,    8,   45,    1,   51
 534,    9,   51,    1,   50
 534,   10,   57,    1,   49
 534,   11,   63,    1,   48
   0,  535,    0,   11,   61
 535,    1,    4,   11,   60
 535,    2,   10,   11,   59
 535,    3,   16,   11,   58
 535,    4,   22,   11,   57
 535,    5,   28,   11,   56
 535,    6,   34,   11,   55
 535,    7,   40,   11,   54
 535,    8,   46,   11,   53
 535,    9,   52,   11,   52
 535,   10,   58,   11,   51
 535,   11,   64,   11,   50
   0,  536,    0,    0,   19
 536,    1,    5,    0,   18
 536,    2,   11,    0,   17
 536,    3,   17,    0,   16
 536,    4,   23,    0,   15
 536,    5,   29,    0,   14
 536,    6,   35,    0,   13
 536,    7,   41,    0,   12
 536,    8,   47,    0,   11
 536,    9,   53,    0,   10
 536,   10,   59,    0,    9
   0,  537,    0,    0,   30
 537,    1,    0,    0,   29
 537,    2,    6,    0,   28
 537,    3,   12,    0,   27
 537,    4,   18,    0,   26
 537,    5,   24,    0,   25
 537,    6,   30,    0,   24
 537,    7,   36,    0,   23
 537,    8,   42,    0,   22
 537,    9,   48,    0,   21
 537,   10,   54,    0,   20
 537,   11,   60,    0,   19
   0,  538,    0,   11,   58
 538,    1,    1,   11,   57
 538,    2,    7,   10,   57
 538,    3,   13,    9,   57
 538,    4,   19,    8,   57
 538,    5,   25,    7,   57
 538,    6,   31,    6,   57
 538,    7,   37,    5,   57
 538,    8,   43,    4,   57
 538,    9,   49,    3,   57
 538,   10,   55,    2,   57
   0,  539,    0,   11,   61
 539,    1,    4,   11,   60
 539,    2,   10,   11,   59
 539,    3,   16,   11,   58
 539,    4,   22,   11,   57
 539,    5,   28,   11,   56
 539,    6,   34,   11,   55
 539,    7,   40,   11,   54
 539,    8,   46,   10,   54
 539,    9,   52,    9,   54
 539,   10,   58,    8,   54
 539,   11,   64,    7,   54
   0,  540,    0,    1,   59
 540,    1,    5,    1,   58
 540,    2,   11,    1,   57
 540,    3,   17,    2,   57
 540,    4,   23,    3,   57
 540,    5,   29,    4,   57
 540,    6,   35,    5,   57
 540,    7,   41,    6,   57
 540,    8,   47,    7,   57
 540,    9,   53,    8,   57
 540,   10,   59,    9,   57
   0,  541,    0,    0,   40
 541,    1,    0,    0,   39
 541,    2,    6,    0,   38
 541,    3,   12,    0,   37
 541,    4,   18,    0,   36
 541,    5,   24,    0,   35
 541,    6,   30,    0,   34
 541,    7,   36,    1,   34
 541,    8,   42,    2,   34
 541,    9,   48,    3,   34
 541,   10,   54,    4,   34
 541,   11,   60,    5,   34
   0,  542,    0,   11,   55
 542,    1,    1,   11,   54
 542,    2,    7,   11,   53
 542,    3,   13,   11,   52
 542,    4,   19,   11,   51
 542,    5,   25,   11,   50
 542,    6,   31,   11,   49
 542,    7,   37,   11,   48
 542,    8,   43,   10,   48
 542,    9,   49,    9,   48
 542,   10,   55,    8,   48
 542,   11,   61,    7,   48
   0,  543,    0,   10,   45
 543,    1,    2,   10,   44
 543,    2,    8,   10,   43
 543,    3,   14,   10,   42
 543,    4,   20,    9,   42
 543,    5,   26,    8,   42
 543,    6,   32,    7,   42
 543,    7,   38,    6,   42
 543,    8,   44,    5,   42
 543,    9,   50,    4,   42
 543,   10,   56,    3,   42
 543,   11,   62,    2,   42
   0,  544,    0,    0,   40
 544,    1,    3,    0,   39
 544,    2,    9,    0,   38
 544,    3,   15,    0,   37
 544,    4,   21,    0,   36
 544,    5,   27,    0,   35
 544,    6,   33,    0,   34
 544,    7,   39,    0,   33
 544,    8,   45,    1,   33
 544,    9,   51,    2,   33
 544,   10,   57,    3,   33
 544,   11,   63,    4,   33
   0,  545,    0,   10,   37
 545,    1,    4,   10,   36
 545,    2,   10,   10,   35
 545,    3,   16,   10,   34
 545,    4,   22,   10,   33
 545,    5,   28,   10,   32
 545,    6,   34,   10,   31
 545,    7,   40,    9,   31
 545,    8,   46,    8,   31
 545,    9,   52,    7,   31
 545,   10,   58,    6,   31
 545,   11,   64,    5,   31
   0,  546,    0,   10,   46
 546,    1,    5,    9,   46
 546,    2,   11,    8,   46
 546,    3,   17,    7,   46
 546,    4,   23,    6,   46
 546,    5,   29,    5,   46
 546,    6,   35,    4,   46
 546,    7,   41,    3,   46
   0,  547,    0,    0,   27
 547,    1,    1,    1,   27
 547,    2,    7,    2,   27
 547,    3,   13,    3,   27
 547,    4,   19,    4,   27
 547,    5,   25,    5,   27
   0,  548,    0,    0,   43
 548,    1,    4,    0,   42
 548,    2,   10,    0,   41
 548,    3,   16,    0,   40
 548,    4,   22,    0,   39
 548,    5,   28,    1,   39
 548,    6,   34,    2,   39
   0,  549,    0,    0,   62
 549,    1,    1,    0,   61
 549,    2,    7,    0,   60
 549,    3,   13,    0,   59
 549,    4,   19,    0,   58
 549,    5,   25,    0,   57
 549,    6,   31,    0,   56
 549,    7,   37,    0,   55
 549,    8,   43,    0,   54
 549,    9,   49,    0,   53
 549,   10,   55,    0,   52
 549,   11,   61,    1,   52
   0,  550,    0,   11,   65
 550,    1,    2,   11,   64
 550,    2,    8,   11,   63
 550,    3,   14,   11,   62
 550,    4,   20,   10,   62
 550,    5,   26,    9,   62
 550,    6,   32,    8,   62
 550,    7,   38,    7,   62
 550,    8,   44,    6,   62
 550,    9,   50,    5,   62
 550,   10,   56,    4,   62
   0,  551,    0,    1,   60
 551,    1,    0,    1,   59
 551,    2,    6,    1,   58
 551,    3,   12,    1,   57
 551,    4,   18,    2,   57
 551,    5,   24,    3,   57
 551,    6,   30,    4,   57
 551,    7,   36,    5,   57
 551,    8,   42,    6,   57
 551,    9,   48,    7,   57
 551,   10,   54,    8,   57
 551,   11,   60,    9,   57
   0,  552,    0,   11,   63
 552,    1,    1,   10,   63
 552,    2,    7,    9,   63
 552,    3,   13,    8,   63
 552,    4,   19,    7,   63
 552,    5,   25,    6,   63
 552,    6,   31,    5,   63
 552,    7,   37,    4,   63
 552,    8,   43,    3,   63
 552,    9,   49,    2,   63
 552,   10,   55,    1,   63
 552,   11,   61,    2,   63
   0,  553,    0,    1,   48
 553,    1,    4,    1,   47
 553,    2,   10,    1,   46
 553,    3,   16,    1,   45
 553,    4,   22,    1,   44
